Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
Pizza Station,0,,,,1,
Punjabi Dhaba,0,,,,3,
Punjabi Virsa,0,,,,3,
Sahib Jhatka Chicken Shop,0,,,,3,
Salt & Peppers,0,,,,3,
Sethi Ice Cream Parlour,0,,,,3,
Shah Ji Di Rasoi,0,,,,2,
Shawarma Wala,0,,,,3,
Snazzy Delights,0,,,,2,
South Indian Hut,0,,,,1,
T-2 Di Hatti,0,,,,2,
The Second Wife Kitchen,0,,,,2,
Today Pizza,0,,,,3,
Turban Tadka,0,,,,3,
Wah Shah Ji Wah,0,,,,2,
Wah Wah Chicken Corner,0,,,,3,
Brijwasi Sweet and Namkeen,0,,,,1,
Khana Khazana,3.7,,,,281,
Ahad Sons Restaurant,3.4,,,,104,
Jughead's Fast Food Corner,3.6,,,,438,
The Coffee Bond,4.2,,,,73,
Wow! Momo,2.9,,,,77,
Domino's Pizza,3.6,,,,24,
Haldiram's,3.7,,,,59,
Keventers,3.8,,,,37,
Pat 'N' Harry,2.3,,,,42,
"34, Chowringhee Lane",3.1,,,,5,
Aggarwal Sweets,2.8,,,,5,
Amritsari Dhaba,2.9,,,,10,
Apna Swad,2.9,,,,4,
ATM Food Corner,3,,,,4,
Burger House,2.8,,,,4,
Cafe De Bienka,2.7,,,,12,
Chatkaara Point,2.9,,,,7,
Dharma Punjabi Dhaba,2.7,,,,5,
Domino's Pizza,2.5,,,,6,
Flavourz Factoree,3.1,,,,14,
Gabbar Chowmein,3,,,,4,
Gayatri's Break Point Restaurant,3.1,,,,4,
Grover Sweets & Bakers,3.3,,,,12,
Khalsa Veg Corner,3.1,,,,10,
Lajawab Chinese Food,3,,,,4,
Lajwab Bakery,3.1,,,,7,
Maharani Rasoi,3,,,,5,
Natkhat Bakers,3.1,,,,4,
Pastry Palace,3.2,,,,11,
Punjabi Tadka,2.7,,,,11,
Radha Swami Vaishno Dhaba,3,,,,6,
Scoops,2.8,,,,9,
Shah Bakery,3,,,,10,
Shahi Kachauri Wale,2.8,,,,6,
Shahi Kachauri,2.8,,,,4,
Shri Bikaner Sweets,2.9,,,,4,
Shri Krishna Vaishno Dhaba,3,,,,5,
Shri Murli Wala,2.8,,,,7,
Shri Radha Ki Rasoi,2.8,,,,6,
Singh's Ice Cream Parlour,3,,,,8,
Swastik Restaurant,2.7,,,,6,
Tanatan Corner,2.9,,,,7,
Tasty Bite,2.8,,,,12,
Aggarwal Jalebi Wale,0,,,,3,
Aggarwal Sweets,0,,,,3,
Arora Pastry Palace,0,,,,3,
Chinese Chatorey Xpress,0,,,,2,
Chocochill,0,,,,2,
Da Pizza Zone,0,,,,2,
Food N Shakes,0,,,,0,
Green Chick Chop,0,,,,3,
Grover Sweets,0,,,,2,
J V's Fried Chicken,0,,,,2,
Kamal Chat Bhandar,0,,,,3,
Khalsa Chicken Corner,0,,,,2,
Lala Da Shudh Vaishno Dhaba,0,,,,1,
Madras Cafe,0,,,,3,
New China Town,0,,,,2,
Pick & Carry,0,,,,2,
Punjabi Chicken,0,,,,3,
Sandwiches 'N' More,0,,,,2,
Sapna Restaurant,0,,,,3,
Sargam Sweets,0,,,,2,
Tandoori Theka,0,,,,2,
The Darjiling Delicious Chinese Food,0,,,,3,
Veg Darbar - The Royal Taste,0,,,,3,
Veg. Darbar,0,,,,1,
Wah Ji Wah,2.4,,,,4,
Cafe Coffee Day,2.6,,,,33,
Chalte Firte Momos,2.6,,,,23,
Chutneez Restaurant Lounge & Bar,2.7,,,,132,
Domino's Pizza,3.4,,,,25,
Fattoush,2.9,,,,5,
Keventers,3.3,,,,25,
Kutty's South Indian Cafe,3.4,,,,99,
Mandrain,2.8,,,,7,
Nazeer Foods,3.4,,,,193,
Nirula's Ice Cream,3,,,,38,
Punjabi Tadka,2.8,,,,5,
Rocking Woods,2.6,,,,86,
Shawarma Wala,2.5,,,,18,
Subway,2.5,,,,163,
The Yellow Chilli,2.7,,,,307,
The Yummy Chilli,2.9,,,,9,
United Punjab,2.5,,,,88,
McDonald's,3.6,,,,160,
Vintro,3.9,,,,96,
Wow! Momo,3.5,,,,54,
"34, Chowringhee Lane",2.3,,,,45,
Kebab Xpress,2.4,,,,117,
Moti Mahal Delux Tandoori Trail,2.2,,,,79,
Pizza Hut,2.4,,,,224,
The Golden Dragon,2.4,,,,43,
Yo! China,2,,,,191,
Hawkers,3.4,,,,398,
Nirula's,3,,,,145,
Sagar Ratna,2.8,,,,133,
Tribe,3.3,,,,89,
Angels in my Kitchen,3.7,,,,248,
Beijing Street,3.8,,,,122,
Bun Intended,3.8,,,,123,
Captain Chang,3.9,,,,40,
Captain Grub,3.8,,,,619,
Clemency- The Restaurant & Cafe,3.8,,,,43,
Flaming Chilli Pepper,3.8,,,,286,
Hong Kong Express,3.7,,,,164,
Majeed's,3.5,,,,170,
Majlis-e-Mughal,3.5,,,,95,
Mickey's Kitchen,3.9,,,,191,
Nanking,3.6,,,,361,
Nawab Dera,3.8,,,,141,
The Cafe,3.8,,,,20,
The Village Caf??,3.7,,,,185,
Cookfresh,0,,,,2,
Cafe Connect,4.2,,,,193,
Happy Hakka,4.1,,,,173,
Indian Saffron Co.,4.2,,,,62,
DCK- Dana Choga's Kitchen,2.9,,,,252,
Domino's Pizza,2.8,,,,145,
Sagar Ratna,3.3,,,,87,
Shree Bhagatram,3.3,,,,199,
Subway,2.5,,,,131,
Biryani Blues,3.9,,,,105,
Kebab Gali,3.9,,,,380,
KFC,3.6,,,,277,
Tipu Sultan,3.7,,,,364,
Angels in my Kitchen,3.2,,,,22,
Barista,3.3,,,,47,
Bengal Sweet Palace,3.3,,,,28,
Bread'D Bites,3.1,,,,14,
Chinese Hut,3.4,,,,20,
Foodland by Orchid,2.9,,,,6,
From The Kitchen of Mala Bindra,3.1,,,,9,
Go Kylin,2.8,,,,9,
Green Chick Chop,3.3,,,,23,
Hawkers,2.7,,,,26,
HotPlate,3.1,,,,8,
New Janta Restaurant,3.1,,,,31,
Rainbows,3.2,,,,28,
Sinfully Yours,3.3,,,,18,
Slice of Italy,2.8,,,,299,
Spice Deli,3.3,,,,52,
Twenty Four Seven,3.1,,,,9,
Uncle Tom's Steamed Hot Dogs,3.3,,,,40,
AOWLS,3.5,,,,37,
Costa Coffee,3.6,,,,80,
Georgia Dakota,3.6,,,,34,
Instapizza After Hours,3.5,,,,21,
The Pint Room,3.7,,,,76,
Anthony's Kitchen,0,,,,0,
Bakermania,0,,,,1,
Cafe Coffee Day,0,,,,2,
Cones & Curries,0,,,,2,
Giani,0,,,,3,
Kaptain Bakery,0,,,,1,
Kayasth Cuisine,0,,,,2,
Mahinder Food Corner,0,,,,1,
Mohanty Bakery & Confectionery,0,,,,0,
Practically Perfect,0,,,,1,
Take Away Depot,0,,,,0,
The Artful Baker,0,,,,0,
Perch Wine & Coffee Bar,4.3,,,,114,
Aggarwal Confectionary,2.8,,,,7,
Aggarwal Sweet Corner,2.9,,,,16,
Ananda's,3,,,,31,
Ankur Family Restaurant,2.8,,,,7,
Ayush Restaurant,3.2,,,,13,
Chef's Paradise,3.1,,,,36,
Domino's Pizza,2.6,,,,17,
Fatafat Fast Food,3.3,,,,32,
Giani,3,,,,5,
Green Tea Fanatics,3.4,,,,31,
Khansama,3.3,,,,30,
Pauls Food,2.9,,,,14,
Punjabi Vaishno Rasoi,2.9,,,,4,
Republic of Chicken,2.9,,,,10,
Taj Sweets,3.1,,,,16,
The Cake,3,,,,4,
The Food Court,3.7,,,,32,
Adi's Restaurant,0,,,,3,
Aggarwal Sweet & Bakers,0,,,,0,
Aggarwal Sweets,0,,,,0,
Aggarwal Sweets,0,,,,0,
Always Eat Green,0,,,,0,
Anjali Resaturant,0,,,,0,
Annapoorna Bhojanalya,0,,,,0,
Anupam Eating Point,0,,,,0,
Bikaner Rasoi,0,,,,0,
Cafe Mom,0,,,,2,
Cafe Youth,0,,,,1,
Cake Express,0,,,,1,
Cake Knighter,0,,,,0,
Catchup Green,0,,,,3,
D Food,0,,,,0,
Delicious Cake,0,,,,0,
Famous Parantha and Poori Sabzi,0,,,,0,
FM Biryani Point,0,,,,0,
Food Plaza,0,,,,0,
Foodiez,0,,,,2,
Goli Vada Pav No. 1,0,,,,3,
Hyderabad's Delight,0,,,,1,
Khan Tandoori Hub,0,,,,0,
Khan Tandoori Nights,0,,,,0,
Meatwale.com,0,,,,0,
New Aggarwal Sweets & Fast Food,0,,,,0,
Night Munchers,0,,,,0,
Old Moradabadi Chicken Corner,0,,,,0,
Richa's Bakery,0,,,,1,
Riyaz Biryani Corner,0,,,,0,
Rudra The Dhaba,0,,,,0,
Seven Star Pizza,0,,,,0,
Shahi Muradabadi Chicken Biryani,0,,,,0,
Shree Krishna Restaurant,0,,,,1,
Shree Sai Bhog,0,,,,3,
Soni Food Court,0,,,,0,
South Street Cafe,0,,,,2,
Special Chicken Biryani,0,,,,0,
Sweets n Treats,0,,,,0,
The Royal Prestige,0,,,,1,
Twenty Four Seven,0,,,,0,
Two Friends Roll Corner,0,,,,0,
Waikiki,0,,,,0,
Zaika Chicken Corner,0,,,,0,
Zombiez,0,,,,0,
366 Junction,3.3,,,,43,
Black & Brew,3.1,,,,25,
Hari Om Bhojanalaya,3.4,,,,43,
Nalwa's Hotspot,3.1,,,,10,
Pasta Hub,3,,,,16,
Rock n Wood Cafe,3.4,,,,168,
Roll Corner,3.3,,,,12,
Shree Nandhini Cafe,3.3,,,,27,
Sindhi Dhaba,2.9,,,,19,
Take N Taste,3.1,,,,15,
Taxi Bar & Cafe,3.3,,,,732,
The Little Diner,3.4,,,,430,
Cafeteria & Co.,4.6,,,,1136,
Burger Point,3.8,,,,114,
Cafe All-Inn,3.8,,,,429,
Chowringhee,3.5,,,,65,
Flamess Restaurant & Cafe Village,3.5,,,,349,
Jack 'n' Chill,3.6,,,,480,
Kake Di Hatti,3.6,,,,314,
Mad Monkey,3.7,,,,344,
Manohar Cakes & Bikaneri,3.5,,,,18,
Shagun,3.9,,,,419,
Shyam Chaat Bhandar,3.5,,,,27,
Telegram,3.5,,,,359,
The University Bistro,3.6,,,,555,
736 A.D.,4.1,,,,506,
Big Yellow Door,4.3,,,,3986,
Mr. Crust Bakers,4.2,,,,741,
Phonebooth Caf??,4.1,,,,636,
Tony's,4.4,,,,163,
Wake 'n' Bake Cafe,4,,,,90,
Gabbar Di Hatti,3.4,,,,19,
Chennai Express,0,,,,0,
1990's,3.3,,,,15,
Amul Cafe,3.3,,,,23,
Burger Point,3.4,,,,28,
Buta Singh Da Dhabba,2.8,,,,14,
Cafe Amigo,3,,,,41,
Cafe Coffee Day,3,,,,16,
Cake Palace,2.7,,,,11,
Carara,2.6,,,,20,
Channi Pishori Chicken,3.3,,,,55,
Chatkora Food N Snacks Corner,2.9,,,,6,
Chetana Bakes,3,,,,6,
Chily Hut,3.2,,,,20,
De' Bistro,3.3,,,,16,
Deep Bakers,3.2,,,,17,
Delhi 6,2.6,,,,44,
Finest Pizzeria,3.1,,,,5,
Food Lab,3,,,,5,
Goli Vada Pav No. 1,3.3,,,,26,
Grover Sweets,3.1,,,,8,
Hema Chinese Foods,3.3,,,,21,
Hunger Stop,3.2,,,,13,
Ishwar Sweets,3.4,,,,33,
Kathi Express,2.6,,,,33,
Kream's,3.1,,,,8,
Madras Cafe,3.3,,,,33,
Mandeep Punjabi Rasoi,3,,,,10,
Masti Curry,2.8,,,,31,
New Madras Cafe,3.1,,,,34,
Pakwan,2.8,,,,20,
Patiala Shahi Soups,3.1,,,,12,
Pizza Yum,3.1,,,,24,
Polka Pastry & Snack Bar,2.7,,,,44,
Red Hot,3.3,,,,15,
Republic of Chicken,3.1,,,,17,
Sai Ann Kutir,2.8,,,,37,
Saravana South Indian Hut,3.2,,,,10,
Sardar Pure Meat Shop,3.2,,,,9,
Shama Chicken Corner,3.1,,,,23,
Shan E Punjab,3.4,,,,23,
Shanghai Nights,2.8,,,,11,
Shree Ram Sweets & Bakers,3,,,,4,
Sindhi Kulfi Wala,3,,,,4,
South Indian Cafe,3.3,,,,42,
South Indian Hut,3.4,,,,35,
Spinns Resto-Bar,2.6,,,,43,
Subway,2.6,,,,28,
Taneja Bakery,3.2,,,,17,
Tequila Express,3.4,,,,40,
The China Town,3.4,,,,26,
THS - The Hunger Street,3.2,,,,49,
True Blue,3.2,,,,31,
Twenty Four Seven,3.1,,,,7,
Your's Chole Bhature,2.6,,,,42,
Baskin Robbins,3.5,,,,36,
Pure Punjabi,3.5,,,,56,
Brick Station,0,,,,3,
Food Factory,0,,,,1,
Pastry Point,0,,,,3,
Prem Jee Da Dhaba,0,,,,2,
Welcome Food Point,2.3,,,,26,
Arora Snacks,2.8,,,,14,
Bansal Mithai Wale,2.9,,,,5,
Fabulous Cake Bites,3.4,,,,33,
Garam Masala Food Corner,3.3,,,,114,
Health Buzzz,3.1,,,,7,
Kumar Pav Bhaji Corner,3.2,,,,12,
Le Chef,3,,,,6,
Nainy Fast Food,3.3,,,,12,
Platform Nine and Three Quarters,2.6,,,,54,
Pudding & Pie,3.1,,,,5,
Rapture,2.5,,,,51,
Sachdeva Chinese Fast Food,3.3,,,,21,
Simply Cakes,3.2,,,,10,
The Dosa King,2.9,,,,4,
Bhappe Di Hatti,3.5,,,,37,
Cafetorium,3.8,,,,122,
Food Express,3.6,,,,126,
Sai Bajaj Restaurant,3.6,,,,35,
The Chimney Bar-Be-Que,3.6,,,,26,
Urban Punjab,3.6,,,,168,
Cheese Bitez Pizza,0,,,,0,
Goyal Sweets,0,,,,0,
Gulati's Takeaway,0,,,,0,
Jyoti Sweets,0,,,,0,
Momos Hi Momos,0,,,,0,
New Bhappe Di Hatti,0,,,,0,
Oven Fresh,0,,,,0,
Rupa Ice Cream Parlour,0,,,,1,
Scoopers 'n' Bakers,0,,,,0,
South Indian Food Plaza,0,,,,0,
Super Snacks,0,,,,0,
Unique Pastry,0,,,,0,
Veg Food Express,0,,,,0,
Chintamani's Namkeen,2.4,,,,29,
Deltasious,2.2,,,,64,
Tandoori Junction,2.4,,,,10,
Apni Rasoi,2.6,,,,19,
Haldiram Bhujiawala,3.4,,,,35,
Meghraj Food Court,3,,,,24,
Meghraj Sweets,3.2,,,,8,
Chill Out,0,,,,0,
Chilli Chinese,0,,,,0,
"34, Chowringhee Lane",3.4,,,,86,
Subway,2.1,,,,152,
The Golden Dragon,3.5,,,,178,
KFC,3.4,,,,86,
Mitra Da Dhaba,3.5,,,,216,
Mr. Sub,3.7,,,,83,
Kennedy's,4.1,,,,491,
Keventers,3.1,,,,5,
Street Foods by Punjab Grill,3.2,,,,17,
Subway,3.1,,,,25,
Wow! Momo,3.1,,,,8,
Biryani Blues,3.6,,,,22,
Asia Seven Express,0,,,,3,
Bikanervala,0,,,,3,
Cafe Huddle,0,,,,3,
Chai Garam,0,,,,1,
Dolce Gelato,0,,,,0,
GoGourmet,0,,,,3,
Karim's,0,,,,1,
Khan Chacha,0,,,,2,
Pizza Hut Delivery,0,,,,0,
Foodhall,0,,,,3,
Eat Me,2.7,,,,33,
EDC Mania,3.3,,,,39,
Elegant China X-Press,3.1,,,,9,
Gopala,3.3,,,,28,
Green Chick Chop,3.1,,,,30,
Hangchuaa's Chinese Food Corner,2.7,,,,5,
Madhuvan Chinese Fast Food,2.7,,,,52,
Momos House,2.9,,,,5,
Punjab Restaurant,3.2,,,,46,
Rhythm Restro-Bar,3,,,,42,
Say Cheese,2.7,,,,128,
Sona Restaurant,3.2,,,,30,
Uraki,2.7,,,,8,
Wah Ji Wah,3,,,,25,
Annapurna Sweets,3.9,,,,109,
Karnataka,3.7,,,,334,
EDC Mania,0,,,,2,
Faeem Chicken Corner,0,,,,3,
Grills N Chills,0,,,,0,
Gupta Sweets,0,,,,0,
Khub Chand,0,,,,1,
OCD - Online Cake Delivery,0,,,,1,
Sher E Punjab,0,,,,1,
Shri Balaji,0,,,,0,
Sidhi Cafe,0,,,,0,
Al Hayat Bakers,0,,,,0,
Al-Kausar's,0,,,,0,
Alam Biryani Center,0,,,,0,
Bismillah Hotel,0,,,,1,
Halal Pizza Star,0,,,,0,
HTW Bakers,0,,,,0,
Javed Bawarchi Restaurant,0,,,,0,
Let's Eat,0,,,,1,
Moonis Kada,0,,,,0,
Motu N Patlu,0,,,,0,
S.K. Fast Food,0,,,,0,
Sufiyan Restaurant,0,,,,0,
The Relax Point,0,,,,1,
Zareen's Dastarkhwan,0,,,,1,
Ali Baba Caves,3.1,,,,15,
Caf?? Doo Ghoont,3.4,,,,50,
Knights Chaska,2.9,,,,6,
Thirsty Scholar Cafe,3.2,,,,45,
Savoury Street,0,,,,3,
JSB Evergreen Snack & Sweets,3.1,,,,47,
221 B Baker Street,3.5,,,,94,
Kapoors Balle Balle,3.7,,,,331,
Lakshmi Coffee House,3.8,,,,603,
Geoffrey's,3,,,,579,
Haldiram's,3.5,,,,169,
Maamouchee @ My Way,3.5,,,,278,
Americana Kitchen and Bar,2.4,,,,221,
Punjabi By Nature Quickie,3.4,,,,120,
United Coffee House Rewind,3.4,,,,215,
Wow! Momo,2.7,,,,212,
Oh So Stoned!,4.5,,,,324,
The Big Chill Cakery,4.5,,,,147,
Barista,3.5,,,,23,
Big Wong XL,3.9,,,,199,
Carl's Jr.,3.8,,,,458,
Chaayos,3.9,,,,124,
Chi Asian Cookhouse,3.9,,,,173,
Costa Coffee,3.7,,,,64,
Dunkin' Donuts,3.7,,,,86,
Instapizza,3.7,,,,214,
Keventers,3.8,,,,169,
Pirates of Grill,3.9,,,,749,
Pizza Hut,3.9,,,,173,
PizzaExpress,3.9,,,,366,
RollsKing,3.9,,,,232,
Taco Bell,3.6,,,,397,
The Frozen Factory,3.7,,,,22,
Theos,3.5,,,,13,
Wendy's,3.7,,,,518,
Zizo,3.8,,,,67,
Cafe Delhi Heights,4.1,,,,567,
Chili's Grill & Bar,4.1,,,,750,
Made In Punjab,4.1,,,,322,
Mamagoto,4.3,,,,428,
Movenpick,4,,,,91,
Smaaash,4,,,,121,
SodaBottleOpenerWala,4,,,,617,
The Bento Cafe,4.2,,,,316,
Earthen Oven - Fortune Inn Grazia,3.4,,,,67,
Fortune Deli -  Fortune Inn Grazia,3.2,,,,27,
Cafe Pipa,3.4,,,,96,
Cook Du Kdu,3.1,,,,112,
Green Chick Chop,2.6,,,,12,
New Vishal's Kitchen,2.5,,,,24,
Samarkand,3.3,,,,129,
Mirchievous,3.9,,,,44,
Pearls Regency,3.7,,,,330,
The Feast Box,0,,,,3,
Imperfecto,3.4,,,,299,
Chaayos,3.6,,,,46,
Dunkin' Donuts,3.7,,,,481,
The Smoke Factory,3.8,,,,240,
Turquoise Cottage - TC Original 1997,3.8,,,,240,
Baskin Robbins,0,,,,0,
Cafe Coffee Day,0,,,,3,
Dolce Gelato,0,,,,1,
Dunkin' Donuts,0,,,,1,
Joost Juice Bar,0,,,,0,
KFC,0,,,,2,
Pizza Hut,0,,,,0,
Laat Saab,4.1,,,,111,
Starbucks,4,,,,59,
Rocket Food,0,,,,0,
Aim Cafe And Restaurant,3.3,,,,19,
Al-Swad,2.5,,,,6,
Anands,2.6,,,,36,
Bansiwala Restaurant,2.5,,,,4,
Cafe Coffee Day,2.8,,,,24,
Food Tamasha & Co.,3.2,,,,24,
Grand Heritage Resort,3.1,,,,17,
Green Chick Chop,3.2,,,,20,
Kafe Republic,3.1,,,,37,
Kar C Lounge & Restaurant,2.8,,,,16,
Kolkata Roll Point,2.8,,,,9,
Royal Awadh,3,,,,9,
Royal Rasoi,2.8,,,,21,
Royale Bakers,2.8,,,,18,
Sahi Darbar,2.6,,,,12,
Taco Street,2.9,,,,4,
The Noodle Co,3.1,,,,8,
Veg Always,2.7,,,,25,
Yu Turn,2.9,,,,43,
Zaika,2.5,,,,10,
Zaika,2.8,,,,50,
Domino's Pizza,3.5,,,,56,
Night Food Service,3.8,,,,80,
Uncle's Patty,3.5,,,,28,
Baskin Robbins,0,,,,3,
Evergreen Food Point,0,,,,2,
Food Plaza,0,,,,1,
Giani,0,,,,0,
Grill Inn,0,,,,3,
Hunger's Hut,0,,,,3,
Kanha Cake O' Pastry,0,,,,0,
Serendipity Cafe,0,,,,3,
Spice Affair,0,,,,2,
Tandoori Junction,0,,,,3,
Tod-Bistro Cafe,0,,,,1,
Upper Deck,0,,,,3,
Vadilal Ice Cream Parlour,0,,,,1,
Wich 'N' Shake,0,,,,2,
Desi Galli,2.9,,,,55,
Mr. Flavour,2.7,,,,10,
Wah Ji Wah,3.1,,,,16,
Indian Diners,3,,,,7,
Airborne,0,,,,0,
Vivino - Hotel Golf View,0,,,,0,
Gravity,2.6,,,,192,
Kolkata Biryani House,2.8,,,,109,
Rotees n More,3.2,,,,49,
Saleem's Takeaway,2.6,,,,44,
Sikandrabadi Biryani,3.4,,,,29,
Wok N Spice,3.1,,,,21,
Zaika Hindustani,2.7,,,,33,
Chanda Food,3.6,,,,97,
Chhote Nawab,3.5,,,,24,
Delish BBQ,3.9,,,,40,
Goli Vada Pav No. 1,3.6,,,,280,
Happy Hakka,3.6,,,,582,
Sadda Adda,0,,,,2,
Baker's Studio - Jaypee Greens,3.4,,,,29,
Matrix - Jaypee Greens,3.2,,,,20,
Tea Lounge - Jaypee Greens,2.9,,,,14,
Paatra - Jaypee Greens,3.5,,,,79,
Cooks Cafe - Jaypee Greens,3.3,,,,29,
The Butler & The Chef - Jaypee Greens,0,,,,1,
Burger King,3.3,,,,14,
Cafe Pitacos,3,,,,18,
Cinnabon & Auntie Anne's,3.1,,,,6,
Cocoberry,3.4,,,,16,
Hakka Haus,3.2,,,,6,
Kebab Xpress,2.9,,,,7,
KFC,2.5,,,,15,
Mad Over Donuts,3.2,,,,13,
Ni Hao,3,,,,10,
Pizza Hut,2.6,,,,7,
Subway,2.6,,,,5,
Time To Tea,2.8,,,,5,
Vaango!,2.8,,,,6,
Biryani Blues,3.5,,,,18,
Jungle Jamboree,3.8,,,,46,
Keventers,3.5,,,,34,
Pita Pit,3.6,,,,20,
Baskin Robbins,0,,,,1,
Cha Cha Cha,0,,,,3,
Chai Thela,0,,,,1,
Costa Coffee,0,,,,0,
Dolce Gelato,0,,,,0,
Joost Juice Bar,0,,,,1,
Juice Lounge,0,,,,1,
Kings Kulfi,0,,,,1,
Kwality Wall's Swirl's,0,,,,0,
Mx Corn,0,,,,0,
The Gaming Vegas,0,,,,0,
Chicago Pizza,2.3,,,,8,
Mr. Sub,2.3,,,,27,
Kwality Wall's Swirl's,0,,,,0,
My Corn,0,,,,0,
Flluid - Mosaic Hotels,3.2,,,,135,
Latitude - Mosaic Hotels,3.3,,,,61,
Baker's Zone,2.9,,,,9,
Chakna,2.7,,,,5,
Get Set Go,3.1,,,,5,
Sip & Snacks,3.2,,,,6,
The Anna,2.8,,,,19,
Kathi Junction,3.5,,,,83,
Golden Chaat,0,,,,2,
Malt n Brew,0,,,,0,
Cakewalk - Park Plaza,3.4,,,,25,
New Town Lounge - Park Plaza,3.2,,,,32,
New Town Cafe - Park Plaza,4.1,,,,228,
S-18 - Radisson Blu,3.5,,,,218,
Foodicious,0,,,,0,
Rasoi Dil Se,0,,,,2,
Chip Chap Shahi Corner,2.9,,,,12,
Mother's Kitchen,2.9,,,,6,
Food Express,0,,,,2,
Lemonier,0,,,,0,
Punjabi Zaika,0,,,,0,
Robins Sweets & Restaurant,0,,,,1,
TBH ??? To Be Healthy,4,,,,76,
Mehfill,2.7,,,,90,
Punjabi Pakwaan,3.3,,,,34,
Santushti,2.6,,,,70,
Uncle's,3.4,,,,190,
Cafe Limelight,3.7,,,,38,
Rendezvous Adda,0,,,,0,
Wow Noodle,0,,,,0,
Wraps Cafe,0,,,,2,
Alley's Urbane Cafe,3.2,,,,33,
Backstreet Kitchen,3.4,,,,33,
Berco's,3.1,,,,9,
Breaktym,2.6,,,,11,
Chawla's 2,2.5,,,,12,
Chicken Kraft,2.9,,,,4,
Chinese By Nature,2.9,,,,19,
DV's Chinese Kitchen,2.8,,,,10,
Evergreen Sweets,2.6,,,,16,
Green Chick Chop,2.9,,,,7,
Hyderabad Delights,3.3,,,,13,
Kabab And Tadka,2.5,,,,36,
Kanha Bhog,2.6,,,,26,
Mezbaan Jaika Restaurant,2.7,,,,18,
Pind Balluchi,2.6,,,,26,
Red Capsicum,2.6,,,,25,
Singh Foods,3.2,,,,7,
Sparrows At Home Bakery & Cafe,3.3,,,,13,
The New Koyla Kitchen,2.7,,,,36,
They?_????,3.4,,,,13,
Your Spicy Kitchen,3.1,,,,8,
Yumm Biryani,3.2,,,,27,
Aureo Dine & Bake House,3.5,,,,367,
Being Truckers,3.8,,,,99,
China Leaf,3.7,,,,115,
Mera Vala Dabba,3.6,,,,18,
Moti Mahal Delux- Legendary Culinary,3.6,,,,72,
Noshh,3.6,,,,56,
Tadqa Tandoor Express,3.6,,,,108,
The Kebab Company,3.5,,,,21,
Affamato,0,,,,0,
Ahmed's,0,,,,0,
Caff?? La Poya,0,,,,0,
Chaskaa Restaurant,0,,,,1,
Chawla's 2,0,,,,1,
Chination,0,,,,3,
Essen Foods,0,,,,0,
Haochi,0,,,,1,
Lassilo,0,,,,0,
Mittal Bikaneri Sweets,0,,,,0,
Royale Bakers,0,,,,0,
RV's Family Restaurant,0,,,,0,
The Cake Shop,0,,,,2,
Top Food,0,,,,3,
Uncle's Corner,0,,,,1,
Urban Express,0,,,,0,
Viddya Chinese Fast Food,0,,,,0,
Domino's Pizza,2.1,,,,84,
Kamboj's,2.4,,,,76,
Pizza Hut Delivery,2.3,,,,94,
Subway,2.4,,,,51,
The Cake Expert's,2.4,,,,63,
The Saffron Boutique,4,,,,175,
Aggarwal Kachori Wale,3,,,,9,
Bakes & Cakes,3,,,,5,
Burger's Kitchen,2.8,,,,31,
Jhatpat Khana,3,,,,7,
Mahi Rasoi,2.6,,,,34,
Night Safari Cafe,3,,,,4,
Saheb's Restaurant,2.7,,,,26,
Scrummy Bites,3.1,,,,30,
Berco's,3.7,,,,1182,
Cream Bell Scoopers,0,,,,2,
Mayur Kitchen,0,,,,0,
Raghav Ki Rasoi,0,,,,0,
Red Chilli,0,,,,1,
Riyaz Biryani Corner,0,,,,1,
Standard Sweets & Confectioners,0,,,,3,
Standard Sweets,0,,,,1,
Sushma Homemade Tiffin,0,,,,0,
The Tasty Corner,0,,,,0,
The Zaika King,0,,,,3,
Tiffinhunt,0,,,,1,
Top Burger,0,,,,1,
Aggarwal Sweet Shop,2.3,,,,15,
Hungry - I,2.6,,,,26,
Oh Buoy,3.4,,,,55,
Caffeinated,3.9,,,,64,
Sam and Scrooge,3.9,,,,132,
Tpot,3.6,,,,20,
Hunger's Hub,0,,,,0,
Modi's Baker's Zone,0,,,,0,
The Flip On Wheel,0,,,,1,
Big Biryani,0,,,,1,
Aroma,3,,,,4,
Bawarchi,2.9,,,,5,
Book Food Kitchen,3.1,,,,19,
Breaktym,2.5,,,,6,
Chaska By Taste,2.9,,,,4,
Domino's Pizza,2.5,,,,27,
Grill King,3,,,,4,
Moti Mahal Deluxe Advant,2.8,,,,7,
Rolling Beans,2.8,,,,9,
RollsKing,3.2,,,,19,
SnacksWale.com,2.8,,,,8,
Subway,2.6,,,,13,
Super Cake Shop,2.9,,,,6,
Aureo Dine & Bake House,0,,,,3,
B Bawarchi Restaurant,0,,,,2,
Brajwasi,0,,,,0,
Cafe Coffee Day,0,,,,3,
Cafe Coffee Day,0,,,,0,
Cafe Lounge,0,,,,0,
Cafe Treat,0,,,,0,
Casa Bake,0,,,,2,
China Town,0,,,,0,
Costa Coffee,0,,,,0,
Delhi Foods,0,,,,0,
Deli Chic,0,,,,2,
Delicacies,0,,,,1,
Kanha Ji Sweets & Restaurant,0,,,,1,
Little China,0,,,,1,
Lola's Cafe,0,,,,1,
