Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
Big Yellow Door,No,,,,4.2,
Bombay Brunch,Yes,,,,4.1,
Burgrill,Yes,,,,4.4,
Cafe Kazbaah,No,,,,4,
Eat Golf Repeat,No,,,,4.1,
Espress-o-Ville,No,,,,4,
Frosty Rollies,No,,,,4,
Pipeline Cafe,Yes,,,,4,
QRO Gourmeteriia BY DARK HOUSE KAFE,Yes,,,,4.2,
Superstar Caf??,Yes,,,,4.2,
TBH - The Big House Cafe,Yes,,,,4,
The Biryani Co.,Yes,,,,4.2,
Wood Box Cafe,Yes,,,,4.1,
Young Wild Free Cafe,No,,,,4.1,
A-One Green Sweet Corner,No,,,,2.9,
Cake Symphony,No,,,,3.1,
Charu Nanda's Home Baked Cakes,No,,,,3.1,
Costa Coffee,No,,,,3.4,
IndoCheen,No,,,,3.2,
The Staircase Cafe by Doggy Style,Yes,,,,2.6,
Twisted Tacos,Yes,,,,3.4,
Typsy Crow,No,,,,2.9,
Urban Dhaba,Yes,,,,2.5,
Barista,Yes,,,,3.6,
Keventers,No,,,,3.6,
Little Punjab,No,,,,3.7,
Miam,No,,,,3.9,
Maharaja Food Club,No,,,,0,
Sugar Rush,No,,,,0,
Tippy Tippy Tap,No,,,,3.1,
Alaturka,Yes,,,,3.4,
Chicago Pizza,Yes,,,,3.4,
Fast Trax,No,,,,3.4,
Khan Chacha,Yes,,,,3.4,
Pa Pa Ya,No,,,,4.7,
Barista,No,,,,3.6,
Bings Cafe,Yes,,,,3.9,
Fat Lulu's,Yes,,,,3.8,
Harry's Bar + Cafe,No,,,,3.6,
Joy Luck Moon,Yes,,,,3.5,
Keventers,No,,,,3.9,
L'Opera,Yes,,,,3.8,
Pita Pit,Yes,,,,3.7,
Saravana Bhavan,No,,,,3.9,
Starbucks,No,,,,3.9,
The Coffee Bean & Tea Leaf,No,,,,3.7,
The Coffee Bean & Tea Leaf,No,,,,3.6,
Habibi Express,Yes,,,,2.2,
Andrea's Eatery,No,,,,4.3,
Drool Waffles,No,,,,4.2,
Elma's at Good Earth,No,,,,4,
H?_agen-Dazs,No,,,,4,
Krispy Kreme,Yes,,,,4,
Movenpick,Yes,,,,4,
Punjab Grill,Yes,,,,4.2,
Aapka Bhojanalaya,No,,,,2.8,
Aayana Foods,No,,,,3.1,
Aggarwal Sweet India,No,,,,2.9,
Amchur,No,,,,2.9,
Anand Ji de Choley Bhatoore,No,,,,2.7,
Annapoorna,No,,,,3.1,
Big Bite,No,,,,3,
Ceaser Fast Food Centre,No,,,,2.8,
Chanana Ice Cream Parlour,No,,,,2.9,
Chaska,No,,,,3,
Chowranghee,No,,,,2.9,
Darbaar Chicken,No,,,,3,
Dilli Darbar,No,,,,3.3,
Domino's Pizza,No,,,,2.8,
Empire,No,,,,2.9,
Giani,No,,,,3.1,
Goldy Da Dhaba,No,,,,3,
Gufa Restaurant,No,,,,3.2,
Gulshan,No,,,,3.3,
Hira Sweets,No,,,,3.3,
Hot Shop,No,,,,3.3,
Janta Eating House,No,,,,3.3,
Madras Cafe,No,,,,3.4,
Mitra Da Dhaba & Caterers,No,,,,3,
Mr. Momo,No,,,,2.7,
New Anand Sagar,No,,,,2.8,
New Tayal's Restaurant,No,,,,2.8,
Paramjeet Fish & Chicken Point,No,,,,3.1,
Pizza Diet,No,,,,2.8,
Pizza Diet,No,,,,2.7,
Pizzalicious,No,,,,3,
Prem Punjab,No,,,,2.8,
Priya Panchvati,No,,,,2.9,
Ram Singh Chaat Bhandaar,No,,,,3.1,
Ramchander Bhalushahi Wale,No,,,,3.2,
Shahi Food Corner,No,,,,3,
Titu Chaat Corner,No,,,,2.9,
Vinayak Restaurant,No,,,,2.7,
Vrinda's Food,No,,,,2.9,
Walia's Dawat Mahal,No,,,,3.1,
Crazy Delights,No,,,,3.5,
Aapki Rasoi,No,,,,0,
ADM Foodi,No,,,,0,
Aggarwal Bikaner Sweets Corner,No,,,,0,
Aggarwal Petha Store and Bakers,No,,,,0,
Aggarwal Sweet Fresh,No,,,,0,
Aggarwal Sweet India,No,,,,0,
Aggarwal Sweets,No,,,,0,
Al-Taj Shamim Chicken Point,No,,,,0,
Apni Rasoi,No,,,,0,
Bikaner Sweets & Bakers,No,,,,0,
Bikaner Sweets & Restaurant,No,,,,0,
Bikaner Sweets,No,,,,0,
Bitoo Chat Corner,No,,,,0,
Chaska,No,,,,0,
Chilli Tadka Food Villa,No,,,,0,
China Town,No,,,,0,
Chinese Delight,No,,,,0,
D Food,No,,,,0,
Da Bawarchi,No,,,,0,
Delhi Cafe Restaurant,No,,,,0,
Dosa Plaza,No,,,,0,
Ex- Taj Foods,No,,,,0,
Fantasy Pastry Shop,No,,,,0,
Gareeb Dhaba,No,,,,0,
Hira Lal Sweets,No,,,,0,
Hot & Chilly Point,No,,,,0,
Hot Chinese & Fast Food,No,,,,0,
Jainco Sweets,No,,,,0,
Jony Sweets,No,,,,0,
Laxmi Dairy,No,,,,0,
Madras Cafe,No,,,,0,
Mehak Restaurant,No,,,,0,
Mr. Gold,No,,,,0,
New Madras Cafe,No,,,,0,
Pizza Hub,No,,,,0,
Pizza Hub,No,,,,0,
Prakash Sweets,No,,,,0,
Punjabi Chaska & Rasoi,No,,,,0,
Sagar,No,,,,0,
Sardar A Pure Meat Shop,No,,,,0,
South Cafe,No,,,,0,
Sultan Chicken Corner,No,,,,0,
The AB's Kitchen,No,,,,0,
Wah Ji Wah,No,,,,0,
Yum Yum,No,,,,0,
Zaika-e-Dilli,No,,,,0,
Anandini - The Tea Room,No,,,,3.4,
Slice of Italy,Yes,,,,2.6,
The Coffee Garage,No,,,,3.4,
The Fashion Street Caf??,Yes,,,,3.2,
Urban Village,No,,,,3.4,
Greenr Cafe,Yes,,,,4.6,
Boom Food,Yes,,,,3.8,
Cafe Red,Yes,,,,3.6,
Hyderabad House,Yes,,,,3.5,
Le ROFL,Yes,,,,3.8,
Ma Cuisine,No,,,,3.6,
Mumbai Matinee,Yes,,,,3.5,
Old Town Cafe,Yes,,,,3.6,
Spanish Delights,No,,,,3.5,
Sweet Nothings By Avanti Mathur,No,,,,3.7,
Threads,Yes,,,,3.8,
Bats On Delivery,Yes,,,,2.3,
Asia Central,Yes,,,,4.2,
Biryani By Kilo,Yes,,,,4,
Cafe 5H By The Kitchen Connect,Yes,,,,4,
Hearken Caf??,Yes,,,,4,
Puppychino,Yes,,,,4.4,
Remember Me Caf??,Yes,,,,4,
Sugarama Patisserie,Yes,,,,4.2,
The Last Mughal (TLM),Yes,,,,4.4,
The Mad Teapot/The Wishing Chair,No,,,,4.1,
Fusion Dosa Cafe,No,,,,3.3,
Goyal Eating Point,No,,,,2.8,
Haveliram,No,,,,2.9,
Meet You There,No,,,,2.6,
Shree Bhog Pure Veg Restaurant,No,,,,3,
The Crust,No,,,,3.1,
Vijay Eating Point,No,,,,2.9,
Aggarwal Bikaner Sweets,No,,,,0,
Bikaner Sweets & Restaurant,No,,,,0,
Cafe Coffee Day,No,,,,0,
Cake'ry,No,,,,0,
Come 'n' Eat,No,,,,0,
Darbar Chicken Corner,No,,,,0,
Food Care,No,,,,0,
Himalaya Momos,No,,,,0,
Hirdesh Eating Point,No,,,,0,
Joshi Eating House,No,,,,0,
Just Veg,No,,,,0,
Natural Pizza Hub & Food Court,No,,,,0,
Pawar's Food Court Inc.,No,,,,0,
Rajesh Eating Corner,No,,,,0,
Raju Ice Cream Parlor,No,,,,0,
Sangam Ratna,No,,,,0,
Tandoor & Curry Restaurant,No,,,,0,
Uttarakhand Eating Point,No,,,,0,
Uttranchal Eating Point,No,,,,0,
Yummy Rasoi,No,,,,0,
Aggarwal Restaurant,No,,,,3.1,
Ane China,No,,,,2.7,
Arora's Veg. Corner,No,,,,3.4,
Ashu Thali Wala,No,,,,3,
Bangla Sweets & Pastry Shop,No,,,,2.9,
Baskin Robbins,No,,,,3.4,
Believe in Taste,No,,,,3,
Bharat Sweet House,No,,,,3.2,
Bikaner Kesarvala,No,,,,3.2,
Cafe Coffee Day,No,,,,3.1,
Chawla's Chic Inn,Yes,,,,3,
Chhappan Bhog,No,,,,3.2,
Chinese Hut Fast Food,No,,,,3,
Domino's Pizza,No,,,,3,
Frontier,No,,,,3.1,
Giani,No,,,,3.3,
Hot Pot Snacks,No,,,,3.4,
Keventers,No,,,,3.1,
Kishan Dhaba,No,,,,3,
Madras Dosa & Chinese,No,,,,2.7,
Mehfil Tawa Tandoor,No,,,,3.1,
Mitthu Tikki Wala,No,,,,3.2,
Mitthu Tikki Wala,No,,,,3.4,
Pandit Ji Ka Dhaba,No,,,,2.9,
Punjabi Angeethi,Yes,,,,3.2,
Ram Chinese Food,No,,,,3.1,
Sardar Ji Punjabi Jayeka,No,,,,2.9,
SFC,No,,,,2.8,
SGF - Spice Grill Flame,No,,,,3.1,
Shalimar Vyanjan,No,,,,3,
Shri Rudram,No,,,,3.1,
Smile Bakers,No,,,,3.1,
Spice Sea,No,,,,3.3,
Street 5,No,,,,2.8,
Subs n Shakes,No,,,,3.1,
Subway,Yes,,,,2.6,
Twenty Four Seven,No,,,,3.3,
Wah G Wah,Yes,,,,2.6,
Aman-Deep Pure Veg,No,,,,3.5,
Kwality Pastry Parlour,No,,,,3.5,
McDonald's,Yes,,,,3.5,
Nagpal's,Yes,,,,3.5,
Peshawari's Deluxe,Yes,,,,3.7,
Slic Chic,No,,,,3.8,
Standard Ice Cream,No,,,,3.5,
Aunty Chings Fast Food,No,,,,0,
Baba Chaap Wala,No,,,,0,
Cafe Coffee Day,No,,,,0,
Chick N Grills,No,,,,0,
Choc-oholic,No,,,,0,
Da Pizza Palace,Yes,,,,0,
Dosa Junction,No,,,,0,
Ganga Food Factory,No,,,,0,
Hot Wok,No,,,,0,
Ichak Dana,No,,,,0,
Madras Dosa & Chinese,No,,,,0,
Mashoor Gulati,Yes,,,,0,
Nidhi's Cake Lounge,No,,,,0,
Night Diner,No,,,,0,
Nirula's Ice Cream,No,,,,0,
Niti Shake & Ice Cream Hub,No,,,,0,
Raja Chinese Foods & Snacks,No,,,,0,
Royal Chicken Corner,No,,,,0,
Shalimar Food,No,,,,0,
Shalimar Vyanjan,No,,,,0,
The Urban Canteen,No,,,,0,
Ever Bake,Yes,,,,4,
Grappa - Shangri-La's - Eros Hotel,No,,,,3.4,
Shang Palace - Shangri-La's Eros Hotel,No,,,,3.7,
Sorrento - Shangri-La's - Eros Hotel,No,,,,3.9,
Mister Chai - Shangri-La's - Eros Hotel,No,,,,4.1,
Tamra - Shangri-La's - Eros Hotel,No,,,,4.3,
Cafe Coffee Day,No,,,,3.4,
Domino's Pizza,No,,,,2.8,
Lush,No,,,,0,
Shivas Cafe,No,,,,3.1,
Dakshin - Sheraton New Delhi Hotel,No,,,,4,
Delhi Pavilion - Sheraton New Delhi Hotel,No,,,,4,
Pan Asian - Sheraton New Delhi Hotel,No,,,,4.2,
Domino's Pizza,No,,,,2.5,
Kitchen of Awadh,No,,,,3.4,
McDonald's,No,,,,3.3,
ODT,No,,,,3.3,
Rainbows,Yes,,,,2.6,
Subway,Yes,,,,3.4,
Bombay Bhelpuri,No,,,,3.9,
The Owl's Kitchen,Yes,,,,3.5,
7 Colours Xpress Kitchen,No,,,,0,
Royal Cakes,No,,,,0,
Street Cafe,No,,,,0,
Street Cafe,No,,,,0,
Dare To Deliver,No,,,,2.3,
Aggarwal Sweet and Restaurant,No,,,,2.9,
Burger Lust,Yes,,,,2.9,
Cafe Coffee Day,No,,,,3.4,
Cakes & Bakes,No,,,,3.2,
Chic Fillet,No,,,,2.9,
Chinese Express,No,,,,3.1,
Costa Coffee,No,,,,3.1,
Domino's Pizza,No,,,,2.9,
Gupta Fast Food,No,,,,3.4,
Hangchuaa's Chinese Food Corner,No,,,,3.1,
Kathi's,No,,,,3,
Kitchen & Chicken,Yes,,,,3.2,
Meal A Deal,No,,,,2.8,
Mohit Restaurant,No,,,,2.8,
Princess Garden,No,,,,2.7,
Republic of Chicken,No,,,,2.8,
Sai Juice Point,No,,,,3.1,
The Pirates Of China Town,No,,,,3.2,
Voda Bar,No,,,,3.2,
All Things Yummy,Yes,,,,3.8,
Cake Palace,No,,,,3.8,
Charan Singh Kulfi & Kala Khatta,No,,,,3.6,
Chinese Hut,No,,,,3.6,
Costa Coffee,No,,,,3.8,
Daitchi,No,,,,3.5,
DomDom Biryani,Yes,,,,3.7,
Gupta's Restaurant,Yes,,,,3.5,
Mama's,No,,,,3.5,
McDonald's,Yes,,,,3.6,
Moti Mahal Delux- Legendary Culinary,Yes,,,,3.6,
Qureshi's Kabab Corner,No,,,,3.6,
TukTuk,Yes,,,,3.8,
Anand Sweets,No,,,,0,
Cafe Corner,No,,,,0,
Chocolics,No,,,,0,
ChocoLite,No,,,,0,
F Marquee,No,,,,0,
Republic of Chicken,No,,,,0,
Special Chicken Biryani,No,,,,0,
Circus,Yes,,,,4,
The Society Cafe,Yes,,,,4.1,
Club London,No,,,,3.3,
3 Pegs Down,No,,,,3.6,
Chicago Pizza,No,,,,2.6,
Maakhansingh,Yes,,,,2.9,
Mad Over Donuts,Yes,,,,3.8,
Starbucks,No,,,,3.7,
World of Wok,Yes,,,,3.6,
Alvi's Food Spot,No,,,,3.2,
Cafe Coffee Day,No,,,,2.7,
Code,Yes,,,,2.5,
Haowin,No,,,,3.2,
Mirror,No,,,,3.3,
Pizza Hut Delivery,Yes,,,,2.7,
Platinum Lounge,No,,,,3.3,
Aap Ki Rasoi Ghar,No,,,,3,
Aggarwal Sweet & Pastry,No,,,,2.8,
Craving,No,,,,3.1,
Dakshin South Indian Hut,No,,,,3,
Food & Travel Cafe,No,,,,3.2,
Jolly Tandoori Zaika,No,,,,3.2,
Lababdar Rasoi,No,,,,3.3,
Madan Da Dhaba,No,,,,3,
Nishtha,No,,,,3.3,
P2 Tandoori Momos Station,No,,,,3.1,
Punjabi's Veg Grill,No,,,,2.9,
Sethi's The Cake Shop,No,,,,2.8,
Soya Grill,No,,,,3,
Sunny Kebab Wala,No,,,,3.3,
Vaishno Bhojnalaya,No,,,,3.1,
Valentine Coffee Bar,No,,,,2.9,
Zayka Delhi-6,No,,,,3.1,
13 Cafe,No,,,,0,
Aggarwal Sweet Corner,No,,,,0,
Babu Meat Wala,No,,,,0,
Batra Chinese Food & Chaap,No,,,,0,
Celebration Family Restaurant,No,,,,0,
Ching Chinese,No,,,,0,
Choices An Absolute BBQ,No,,,,0,
Delhi-27,No,,,,0,
Desi Kukkad,No,,,,0,
Freezy,No,,,,0,
Gourmet Bistro,No,,,,0,
Jiya Amritsari Naan,No,,,,0,
Kedgy Bite,No,,,,0,
Khera's Foodie Corner,No,,,,0,
Lajwab Pastry Palace,No,,,,0,
Madan Sweets & Bakers,No,,,,0,
Momo's King,No,,,,0,
New Pishori Chicken Kabab,No,,,,0,
New Sindhi Chicken Corner,No,,,,0,
Radha Swami Chaat Bhandar,No,,,,0,
Rajender Di Punjabi Rasoi,No,,,,0,
Ram Ji Snacks & Food Corner,No,,,,0,
Ram Ram Ji Kachori Bhandar,No,,,,0,
Rana's Food Corner,No,,,,0,
Sanjay Chicken Shop,No,,,,0,
Sharma Ji Spring Roll,No,,,,0,
Shree Raja Ram,No,,,,0,
South Indian Hut,No,,,,0,
Special Moradabadi Chicken Corner,No,,,,0,
Standard Pastry Shop,Yes,,,,0,
Sushil Punjabi Vaishno Dhaba,No,,,,0,
Variety of Shawarmas,No,,,,0,
Vrindavan Sweets,No,,,,0,
Flirty Momo's,No,,,,2.4,
Nathu's Sweets,Yes,,,,3.3,
Basil & Thyme,No,,,,3.6,
Kamal's,No,,,,3.7,
Orange Peel by Rasleen Kochhar,No,,,,3.6,
ATM Bistro,No,,,,0,
Masala House,Yes,,,,4,
Number 8,No,,,,4,
Keventers,No,,,,3.2,
4700BC Popcorn,Yes,,,,3.2,
Chennai X-Press,No,,,,2.9,
Chinese Sigdi,No,,,,3,
Da Pizza Pind,No,,,,3.2,
Faasos,Yes,,,,3,
Frontier,No,,,,2.9,
Gyan Di Hatti,No,,,,2.9,
Hot Stuff,No,,,,3.3,
KK Da Dhaba,Yes,,,,3.4,
Last Bencher's,No,,,,3,
Raj Bakers And Confectioners,No,,,,3,
Taste Drive,No,,,,3.4,
The Kafilla,No,,,,3,
Tibb's Frankie,No,,,,3.1,
4 Barrels Caf?? & Lounge,Yes,,,,3.5,
Baadshah,No,,,,3.5,
Behrouz Biryani,Yes,,,,3.5,
Galina Restaurant,No,,,,3.5,
Masala Factory,No,,,,3.8,
Ovenstory Pizza,Yes,,,,3.5,
Ajeet Fast Food Corner,No,,,,0,
Al Changezi,No,,,,0,
Dolce Gelato,No,,,,0,
Dragon Way,No,,,,0,
Foodaholic,No,,,,0,
Indian Chinese Fast Food,No,,,,0,
Jagadeesh Kharodewala,No,,,,0,
Punjabi Shahi Chicken Soup,No,,,,0,
Ramu Ka Dhaba,No,,,,0,
Sardar Ji Chicken Corner,No,,,,0,
Satguru Tiffin Service,Yes,,,,0,
Seth Baker's,No,,,,0,
Sri Durga Dosa Corner,No,,,,0,
V S Cafe,No,,,,0,
Vijay South Indian Food,No,,,,0,
Punjab Grill,Yes,,,,4.3,
Insomnia - Taj Vivanta,No,,,,3.3,
Larry's China - Taj Vivanta,No,,,,3.7,
Yellow Brick Road - Taj Vivanta,No,,,,3.9,
English Tadka,No,,,,3.3,
Burger King,Yes,,,,3.6,
Pizza Hut,Yes,,,,3.6,
Cake Shop - The Ashok,No,,,,3.1,
Samavar - The Ashok,No,,,,3.2,
Tea Lounge - The Ashok,No,,,,3.2,
Frontier - The Ashok,No,,,,3.7,
The Oudh - The Ashok,No,,,,3.6,
Zerruco - The Ashok,No,,,,4.4,
The Claridges Garden -The Claridges,No,,,,3.1,
Aura - The Claridges,No,,,,3.5,
Dhaba - The Claridges,No,,,,3.9,
Jade - The Claridges,No,,,,3.8,
Pickwicks - The Claridges,No,,,,3.7,
Ye Old Bakery - The Claridges,No,,,,3.7,
Sevilla - The Claridges,No,,,,4.3,
GBar - The Grand New Delhi,No,,,,3.3,
Cascades - The Grand New Delhi,No,,,,3.6,
1911 Bar - The Imperial,No,,,,3.2,
Nostalgia at 1911 Brasserie - The Imperial,No,,,,3.2,
Patiala Peg - The Imperial,No,,,,3.3,
1911 - The Imperial,No,,,,3.9,
Daniell's Tavern - The Imperial,No,,,,3.7,
La Baguette - The Imperial,No,,,,3.8,
San Gimignano - The Imperial,No,,,,3.7,
The Atrium - The Imperial,No,,,,3.6,
The Spice Route - The Imperial,No,,,,4,
Bao Cha,Yes,,,,3,
Nazeer Delicacies,No,,,,3.3,
Open Oven,No,,,,3.4,
Slurp Pasta Express,No,,,,2.9,
Urban Gala,No,,,,2.8,
Shree Rathnam,Yes,,,,3.5,
Stuffed Kathi Roll,No,,,,0,
Subway,Yes,,,,1.9,
24/7 Pastry Shop - The Lalit New Delhi,No,,,,3.3,
Le Petit Cafe - The Lalit New Delhi,No,,,,3.2,
The Grill Room - The Lalit New Delhi,No,,,,3.4,
24/7 Bar- The Lalit New Delhi,No,,,,3.5,
24/7 Restaurant - The Lalit New Delhi,No,,,,3.7,
Baluchi - The Lalit New Delhi,No,,,,3.9,
Kitty Su - The Lalit New Delhi,No,,,,3.7,
Woks - The Lalit New Delhi,No,,,,3.6,
Caf?? Knosh - The Leela Ambience Convention Hotel,No,,,,3.9,
Cherry Bar - The Leela Ambience Convention Hotel,No,,,,3.6,
Mei Kun - The Leela Ambience Convention Hotel,No,,,,3.6,
Dilli 32 - The Leela Ambience Convention Hotel,No,,,,4,
Jamavar - The Leela Palace,No,,,,3.9,
Le Cirque - The Leela Palace,No,,,,3.8,
MEGU - The Leela Palace,No,,,,3.9,
The Library - The Leela Palace,No,,,,3.7,
The Lobby Lounge - The Leela Palace,No,,,,3.6,
The Lodhi Bakery - The Lodhi,No,,,,2.9,
Elan - The Lodhi,No,,,,3.8,
Agni - The Park,No,,,,3.3,
Mist - The Park,No,,,,3.3,
Aqua - The Park,No,,,,3.8,
Atrium Bar  & Lounge - The Suryaa New Delhi,No,,,,3.1,
French Crust - The Suryaa New Delhi,No,,,,3.3,
Club BW - The Suryaa New Delhi,No,,,,3.6,
Sampan - The Suryaa New Delhi,No,,,,3.7,
The Grill Room - The Taj Mahal Hotel,No,,,,3.1,
Emperor's Lounge - The Taj Mahal Hotel,No,,,,3.8,
Machan - The Taj Mahal Hotel,No,,,,3.9,
Ricks Bar - The Taj Mahal Hotel,No,,,,3.6,
Wasabi by Morimoto - The Taj Mahal Hotel,No,,,,3.9,
House of Ming - The Taj Mahal Hotel,No,,,,4,
Varq - The Taj Mahal Hotel,No,,,,4.2,
Capital Kitchen - Taj Palace Hotel,No,,,,3.7,
Spicy Duck - Taj Palace Hotel,No,,,,3.5,
Orient Express - Taj Palace Hotel,No,,,,4,
The Tea Lounge - Taj Palace Hotel,No,,,,4,
Bonitos - The Uppal,No,,,,3.2,
Bonitos Blu - The Uppal,No,,,,3,
The Gourmet Shop - The Uppal,No,,,,3,
Chopsticks,Yes,,,,3.6,
TabulaBeach Cafe,No,,,,3.8,
Arriba - Mexican Grill & Tequileria,No,,,,4.1,
Chatori Gali,No,,,,0,
Aggarwal Sweet Center,No,,,,2.9,
Aggarwal Sweets,No,,,,2.7,
Alag Khana Khazana,No,,,,2.9,
Bhape Di Hatti,No,,,,3.1,
Bhappe Di Hatti,No,,,,3.1,
Bhatura King,No,,,,2.9,
Bhukkadzz Point,Yes,,,,3,
Bimbos,No,,,,3.1,
Brothers' Bakery,No,,,,2.9,
Chaap Nation,No,,,,3,
Dev Burger,No,,,,2.9,
Green Chick Chop,No,,,,3,
Green Chick Chop,No,,,,3.2,
Hum Sabki Rasoi,No,,,,3.3,
Janki Vaishno Dhaba,No,,,,3,
Manmohan Food Plaza,No,,,,2.6,
Mr.Hunger,No,,,,3,
Neelma Punjabi Dhaba,No,,,,2.9,
New Raj Kachori Bhandar,No,,,,3.4,
Punjabi Ninja,No,,,,3,
Radha Swami Cool Hut,No,,,,3.1,
Sagar Choley Bhatoorey,No,,,,3.2,
Sehyog Alpahar,No,,,,3.2,
South Indian Hut,No,,,,2.9,
Vijay Corner,No,,,,3,
Mithlesh Ande Wala,No,,,,3.5,
Roti N Boti,Yes,,,,3.5,
Annapurna Caters,No,,,,0,
Ashoka's Ice Zone,No,,,,0,
Bikaner Sweets & Pastry Corner,No,,,,0,
Bikaner Sweets,No,,,,0,
Dee Pizza Hub,No,,,,0,
Flavors of London,No,,,,0,
Funduz Cafe,No,,,,0,
Giani,No,,,,0,
Grover Sweets Rajouri Wala,No,,,,0,
Guru Kripa Chicken Corner,No,,,,0,
Health-O-Lic,No,,,,0,
Himalya Chinese,No,,,,0,
KindBhutani's,No,,,,0,
Mama Bhanja Corner,No,,,,0,
Mama Tao,No,,,,0,
Manpasand Punjabi Zaika,No,,,,0,
Pal Restaurant,No,,,,0,
Pizza Station,No,,,,0,
Punjabi Dhaba,No,,,,0,
Punjabi Virsa,No,,,,0,
Sahib Jhatka Chicken Shop,No,,,,0,
Salt & Peppers,No,,,,0,
Sethi Ice Cream Parlour,No,,,,0,
Shah Ji Di Rasoi,No,,,,0,
Shawarma Wala,No,,,,0,
Snazzy Delights,No,,,,0,
South Indian Hut,No,,,,0,
T-2 Di Hatti,No,,,,0,
The Second Wife Kitchen,Yes,,,,0,
Today Pizza,No,,,,0,
Turban Tadka,No,,,,0,
Wah Shah Ji Wah,No,,,,0,
Wah Wah Chicken Corner,No,,,,0,
Brijwasi Sweet and Namkeen,No,,,,0,
Khana Khazana,No,,,,3.7,
Ahad Sons Restaurant,No,,,,3.4,
Jughead's Fast Food Corner,Yes,,,,3.6,
The Coffee Bond,Yes,,,,4.2,
Wow! Momo,Yes,,,,2.9,
Domino's Pizza,No,,,,3.6,
Haldiram's,No,,,,3.7,
Keventers,No,,,,3.8,
Pat 'N' Harry,Yes,,,,2.3,
"34, Chowringhee Lane",Yes,,,,3.1,
Aggarwal Sweets,No,,,,2.8,
Amritsari Dhaba,No,,,,2.9,
Apna Swad,Yes,,,,2.9,
ATM Food Corner,No,,,,3,
Burger House,Yes,,,,2.8,
Cafe De Bienka,No,,,,2.7,
Chatkaara Point,No,,,,2.9,
Dharma Punjabi Dhaba,Yes,,,,2.7,
Domino's Pizza,No,,,,2.5,
Flavourz Factoree,No,,,,3.1,
Gabbar Chowmein,No,,,,3,
Gayatri's Break Point Restaurant,No,,,,3.1,
Grover Sweets & Bakers,No,,,,3.3,
Khalsa Veg Corner,No,,,,3.1,
Lajawab Chinese Food,No,,,,3,
Lajwab Bakery,No,,,,3.1,
Maharani Rasoi,No,,,,3,
Natkhat Bakers,Yes,,,,3.1,
Pastry Palace,Yes,,,,3.2,
Punjabi Tadka,Yes,,,,2.7,
Radha Swami Vaishno Dhaba,No,,,,3,
Scoops,No,,,,2.8,
Shah Bakery,No,,,,3,
Shahi Kachauri Wale,No,,,,2.8,
Shahi Kachauri,No,,,,2.8,
Shri Bikaner Sweets,No,,,,2.9,
Shri Krishna Vaishno Dhaba,No,,,,3,
Shri Murli Wala,No,,,,2.8,
Shri Radha Ki Rasoi,No,,,,2.8,
Singh's Ice Cream Parlour,No,,,,3,
Swastik Restaurant,Yes,,,,2.7,
Tanatan Corner,No,,,,2.9,
Tasty Bite,Yes,,,,2.8,
Aggarwal Jalebi Wale,No,,,,0,
Aggarwal Sweets,No,,,,0,
Arora Pastry Palace,No,,,,0,
Chinese Chatorey Xpress,Yes,,,,0,
Chocochill,No,,,,0,
Da Pizza Zone,Yes,,,,0,
Food N Shakes,No,,,,0,
Green Chick Chop,No,,,,0,
Grover Sweets,No,,,,0,
J V's Fried Chicken,Yes,,,,0,
Kamal Chat Bhandar,No,,,,0,
Khalsa Chicken Corner,No,,,,0,
Lala Da Shudh Vaishno Dhaba,No,,,,0,
Madras Cafe,No,,,,0,
New China Town,No,,,,0,
Pick & Carry,No,,,,0,
Punjabi Chicken,No,,,,0,
Sandwiches 'N' More,No,,,,0,
Sapna Restaurant,Yes,,,,0,
Sargam Sweets,No,,,,0,
Tandoori Theka,Yes,,,,0,
The Darjiling Delicious Chinese Food,No,,,,0,
Veg Darbar - The Royal Taste,No,,,,0,
Veg. Darbar,No,,,,0,
Wah Ji Wah,Yes,,,,2.4,
Cafe Coffee Day,No,,,,2.6,
Chalte Firte Momos,No,,,,2.6,
Chutneez Restaurant Lounge & Bar,No,,,,2.7,
Domino's Pizza,No,,,,3.4,
Fattoush,No,,,,2.9,
Keventers,No,,,,3.3,
Kutty's South Indian Cafe,No,,,,3.4,
Mandrain,No,,,,2.8,
Nazeer Foods,No,,,,3.4,
Nirula's Ice Cream,Yes,,,,3,
Punjabi Tadka,No,,,,2.8,
Rocking Woods,Yes,,,,2.6,
Shawarma Wala,No,,,,2.5,
Subway,Yes,,,,2.5,
The Yellow Chilli,Yes,,,,2.7,
The Yummy Chilli,No,,,,2.9,
United Punjab,Yes,,,,2.5,
McDonald's,Yes,,,,3.6,
Vintro,Yes,,,,3.9,
Wow! Momo,No,,,,3.5,
"34, Chowringhee Lane",No,,,,2.3,
Kebab Xpress,Yes,,,,2.4,
Moti Mahal Delux Tandoori Trail,Yes,,,,2.2,
Pizza Hut,Yes,,,,2.4,
The Golden Dragon,No,,,,2.4,
Yo! China,Yes,,,,2,
Hawkers,Yes,,,,3.4,
Nirula's,Yes,,,,3,
Sagar Ratna,Yes,,,,2.8,
Tribe,No,,,,3.3,
Angels in my Kitchen,Yes,,,,3.7,
Beijing Street,Yes,,,,3.8,
Bun Intended,Yes,,,,3.8,
Captain Chang,Yes,,,,3.9,
Captain Grub,Yes,,,,3.8,
Clemency- The Restaurant & Cafe,Yes,,,,3.8,
