unique ,u1,u2,u3,u4,,v1,v2,v3,v4,sum,,number of restaurant ,percentage 
,Bakery, Fast Food, Desserts,,,,,,,,,,
,North Indian, Chinese, Italian, Continental,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Continental, Italian,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,Finger Food,,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Italian, North Indian, Continental,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian, Chinese, Finger Food,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Chinese, Fast Food, South Indian,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Street Food, Mithai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Parsi,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese, Japanese,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food, Street Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Mughlai, North Indian, Chinese,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Bengali,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Continental, Chinese, North Indian,,,,,,,,,,
,Continental,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Cafe, Italian,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Lebanese, Arabian,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Cafe, Italian, Chinese,,,,,,,,,,
,Mughlai, Fast Food,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Biryani, North Indian, Mughlai,,,,,,,,,,
,Continental, American, Asian, North Indian,,,,,,,,,
,Fast Food, Turkish,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Continental, Chinese, Italian,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Mughlai, Kashmiri,,,,,,,,,,
,Chinese, Japanese, Thai,,,,,,,,,,
,Seafood, Continental, European,,,,,,,,,,
,Italian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Cafe, Bakery,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,North Indian, Chinese, South Indian, Seafood, Chettinad,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian, French,,,,,,,,,,,
,Cafe, Continental, Italian,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Modern Indian,,,,,,,,,,,,
,Cafe, Healthy Food, Continental,,,,,,,,,,
,Rajasthani,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Continental, Asian, Sushi,,,,,,,,,,
,North Indian, Hyderabadi, Kashmiri, Chinese,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Street Food, Mithai,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,South Indian, Chinese, Continental,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe, North Indian, Chinese,,,,,,,,,,
,Cafe, Continental, Chinese,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Fast Food, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese, Continental, North Indian,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Korean,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Finger Food, North Indian, Italian,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,Chinese, Beverages,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Cafe, Continental, Chinese, Italian,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,North Indian, Chinese, Cafe,,,,,,,,,,
,North Indian, Continental, Chinese, Italian, Lebanese,,,,,,,,
,Chinese, North Indian, Fast Food, Italian,,,,,,,,,
,Cafe, Chinese, Italian,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe, Fast Food, Italian, Chinese,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,Fast Food, Italian,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,Italian, Pizza, Bakery,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese, Cafe,,,,,,,,,,
,Ice Cream, Desserts, Beverages,,,,,,,,,,
,Cafe, Mexican, American, Italian, Lebanese, Continental,,,,,,,
,Cafe, Italian, Continental, Chinese,,,,,,,,,
,Cafe, Italian, Continental,,,,,,,,,,
,Assamese, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Goan,,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,Oriya,,,,,,,,,,,,
,Rajasthani, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Kashmiri,,,,,,,,,,,,
,Chinese, North Indian, Fast Food,,,,,,,,,,
,Bihari,,,,,,,,,,,,
,Bengali, North Indian, Chinese,,,,,,,,,,
,Maharashtrian,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Desserts, Ice Cream, North Indian,,,,,,,,,,
,Chinese, Naga,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Tibetan,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Healthy Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,South Indian, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Fast Food, North Indian, South Indian, Chinese,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Mughlai, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Italian, Pizza, Bakery,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Mexican, North Indian, European, Chinese, Italian,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe, Continental,,,,,,,,,,,
,Thai, Chinese, Asian, Malaysian,,,,,,,,,
,Middle Eastern, Mediterranean, North Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Lebanese, Mediterranean, Arabian,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,Bakery, Italian, Chinese, Mexican,,,,,,,,,
,Street Food, North Indian, South Indian, Chinese, Mithai,,,,,,,,
,American, Tex-Mex,,,,,,,,,,,
,Finger Food, North Indian, Italian,,,,,,,,,,
,Italian, Continental, European, Cafe,,,,,,,,,
,Desserts, Cafe,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Desserts, Cafe,,,,,,,,,,,
,Bakery, Italian, Chinese, Mexican,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,Beverages,,,,,,,,,,,,
,Desserts, Beverages,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Finger Food, North Indian, Italian,,,,,,,,,,
,American, Fast Food, Desserts,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Chinese, Seafood,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian, Indian,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Street Food, South Indian, Mithai,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Healthy Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Biryani, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Italian, Chinese, Fast Food,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bihari,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Maharashtrian,,,,,,,,,,,,
,Chinese, Mughlai, North Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, Mithai,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Afghani, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mithai,,,,,,,,,,,
,Mughlai, Chinese,,,,,,,,,,,
,Fast Food, Pizza,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Awadhi, Mughlai, North Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Street Food, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Chinese, Lucknowi,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, Street Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,North Indian, Mughlai, Chinese, Seafood,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, Cafe,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Mughlai, Continental,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Cafe, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Continental, Chinese, North Indian, Healthy Food,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Seafood,,,,,,,,,,,
,Continental, Healthy Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Chinese, Thai, Seafood,,,,,,,,,,
,North Indian, Fast Food, Mughlai,,,,,,,,,,
,Healthy Food, Fast Food,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Cafe, Continental,,,,,,,,,,,
,North Indian, Rajasthani, Gujarati,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Juices,,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Chinese, Thai, Asian,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Portuguese, African,,,,,,,,,,,
,European, Italian, North Indian,,,,,,,,,,
,European, Chinese, North Indian, Italian,,,,,,,,,
,Finger Food, Italian, North Indian,,,,,,,,,,
,Italian, Mediterranean, Continental, North Indian,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Continental, North Indian, Italian,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,North Indian, Chinese, Continental, Seafood,,,,,,,,,
,Mediterranean, Continental, Italian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian, Andhra,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Modern Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,European, Italian, North Indian,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese, South Indian,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Ice Cream, Fast Food, Beverages,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Seafood, Mughlai, North Indian,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,European, Sushi, Italian,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,Chinese, South Indian, Fast Food,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,North Indian, Fast Food, Continental,,,,,,,,,,
,Kashmiri, Chinese, Mughlai,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Chinese, Healthy Food,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Continental, Fast Food,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Burger, American, Fast Food, Italian, Pizza,,,,,,,,
,Desserts, Bakery,,,,,,,,,,,
,Pizza, Italian,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Burger, American, Fast Food,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,European, Italian,,,,,,,,,,,
,Cafe, Italian, Lebanese,,,,,,,,,,
,Healthy Food, Continental,,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food, Turkish,,,,,,,,,,,
,North Indian, Continental, Italian, Finger Food,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Continental, North Indian,,,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Fast Food, American, Italian,,,,,,,,,,
,Mexican, Italian, American,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,British, Chinese, Italian,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Burmese, Chinese, Japanese, Malaysian, Thai,,,,,,,,
,Cafe,,,,,,,,,,,,
,Thai,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Continental, North Indian, Asian,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,American, Mexican, Finger Food,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Continental, Chinese, Thai,,,,,,,,,,
,European, Asian, North Indian, Italian, Continental, Pizza,,,,,,,
,Asian, Chinese, Thai,,,,,,,,,,
,Nepalese,,,,,,,,,,,,
,Chinese, Thai, Japanese,,,,,,,,,,
,Healthy Food,,,,,,,,,,,,
,Asian,,,,,,,,,,,,
,Continental, Italian,,,,,,,,,,,
,Cafe, Italian, Continental, Fast Food,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Desserts, Fast Food,,,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Cafe, Fast Food, Continental,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian,,,,,,,,,
,Chinese, Thai, Seafood,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Desserts, Bakery,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Bakery, Desserts, Ice Cream,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Italian, Chinese,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,South Indian, North Indian,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Finger Food, North Indian, Italian,,,,,,,,,,
,Modern Indian,,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,Chinese, Thai, Fast Food,,,,,,,,,,
,North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai,,,,,
,Cafe, Tea,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Bengali,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
