Restaurant Name,is chain,Aggregate rating,Votes
Laziz Fast Food & Laziz Khana,No,2.8,7
New Zaika Kathi Rolls,No,3.1,8
Sardar Ji Chaap & Rolls,No,3.2,7
Shri Bala Ji,No,3,14
The Kitchen Exotica,No,3,9
Wake And Bake,No,3.2,16
Neha's Biscotte,No,3.5,40
Bikaner Sweets,Yes,0,1
Biryani Bot,Yes,0,3
Brij Ki Rasoi,No,0,1
Devika Restaurant,No,0,0
Facebook Fast Food,No,0,0
Jo's Peace of Cake,No,0,1
Kaka's Tiffin Service,No,0,0
MK Tiffin Service,No,0,1
Moni Bakers,No,0,2
Nutri Lunch,No,0,0
Om Aggarwal Sweets,No,0,1
Sansar Hotel,No,0,0
Shama Muradabadi Chicken Biryani,No,0,0
Midnight Delight,No,2.4,8
Ashok & Ashok Meat Dhaba,No,3.2,11
Durga Sweets Corner,No,3.2,16
Hot Pot,Yes,2.7,16
Kwic Bitte Restaurant,No,3.3,38
Khandani Pakodewala,No,3.7,223
Kulcha King,Yes,3.8,168
Cake Spot,No,0,0
Chicken Point,No,0,0
Chowringhee,Yes,0,1
Koolees Milkshake Bar,No,0,0
Krispy Kitchen,No,0,1
Mughlai Point,No,0,1
Shama Chicken Corner,Yes,0,0
Alfa Kathi Rolls,No,2.6,23
Angeethi Express,No,3.2,11
Backbenchers,No,3.4,178
Bake Day,No,3.2,82
Balaji Dhaba,Yes,2.7,11
Bhukkad,No,3.2,8
Cafe Coffee Day,Yes,3.3,78
Cafe Cones & Curries,No,3.1,6
Cafe Trance & Lounge,No,2.6,21
Chinese Hut,Yes,3.2,33
Chocolate Square,No,3.4,76
Chocolate Temptation,No,3.3,62
Flirty Momo's,Yes,3,8
Food Junkies,No,3.2,11
Frozen Fantasy,No,3.3,31
Hooters,No,3.1,6
Katwalk Lounge,No,3.3,22
Mom Hand Momos,No,3.3,8
Muradabadi Biryani Centre,No,2.9,20
NCR Cafe,No,3,4
Peri Peri Momos,No,3.2,9
Rosart?? Chocolate,No,3.4,15
Shanghai Restaurant,No,2.5,23
SharpShooters Roof Top Cafe,No,3,18
Stuti Restaurant,No,3,26
The Addictions,No,2.6,31
The Kahuna,No,3.1,27
Turn Up,No,3,6
Wow! Momo,Yes,3.4,154
Echoes Satyaniketan,No,4.7,1563
#OFF Campus,No,3.7,216
2 Bandits Lounge & Bar,No,3.9,1316
"34, Chowringhee Lane",Yes,3.5,345
Amigo's Hub,No,3.7,193
CAD M CAD B,No,3.5,60
Cafe 121,No,3.6,23
Cafe Hera Pheri,No,3.8,401
Cafe Tansen,No,3.5,20
Caf?? Befikre,No,3.8,80
Caf?? 101,No,3.6,365
Canteen Till I Die,No,3.9,91
China Bowl,No,3.9,363
Chowringhee,Yes,3.6,364
Crazy Kitchen Lounge & Terrace,No,3.9,176
FrenZone,No,3.9,288
Giani,Yes,3.5,27
Grill Master,No,3.7,26
High On Burgers,Yes,3.5,115
Kev's,No,3.9,184
Madira,No,3.6,67
Nature Hut Cafe,No,3.9,117
Papa Buns,Yes,3.6,25
Pirates of Campus,No,3.7,43
Subway,Yes,3.6,144
Sushiya Express,Yes,3.7,74
The Chai Story,Yes,3.9,142
The Food Truck Cafe,No,3.9,35
The Punter House,No,3.7,177
Thikaana,No,3.6,83
Tin Town Caf??,No,3.9,142
Uptown Cafe,No,3.6,244
Vadapav Junction,Yes,3.7,48
Crispers,No,0,3
Pizza Hut Delivery,Yes,2.3,114
Wrapss,Yes,2.2,41
Big Yellow Door,Yes,4.2,3311
Bombay Brunch,No,4.1,295
Burgrill,Yes,4.4,178
Cafe Kazbaah,No,4,49
Eat Golf Repeat,No,4.1,37
Espress-o-Ville,No,4,48
Frosty Rollies,No,4,44
Pipeline Cafe,No,4,355
QRO Gourmeteriia BY DARK HOUSE KAFE,No,4.2,349
Superstar Caf??,No,4.2,530
TBH - The Big House Cafe,No,4,107
The Biryani Co.,No,4.2,295
Wood Box Cafe,Yes,4.1,1479
Young Wild Free Cafe,No,4.1,658
A-One Green Sweet Corner,No,2.9,4
Cake Symphony,No,3.1,15
Charu Nanda's Home Baked Cakes,No,3.1,7
Costa Coffee,Yes,3.4,53
IndoCheen,No,3.2,49
The Staircase Cafe by Doggy Style,No,2.6,100
Twisted Tacos,Yes,3.4,69
Typsy Crow,No,2.9,15
Urban Dhaba,Yes,2.5,40
Barista,Yes,3.6,104
Keventers,Yes,3.6,18
Little Punjab,No,3.7,85
Miam,Yes,3.9,47
Maharaja Food Club,No,0,1
Sugar Rush,No,0,2
Tippy Tippy Tap,No,3.1,9
Alaturka,Yes,3.4,202
Chicago Pizza,Yes,3.4,271
Fast Trax,Yes,3.4,203
Khan Chacha,Yes,3.4,504
Pa Pa Ya,No,4.7,268
Barista,Yes,3.6,99
Bings Cafe,No,3.9,179
Fat Lulu's,Yes,3.8,298
Harry's Bar + Cafe,Yes,3.6,392
Joy Luck Moon,No,3.5,385
Keventers,Yes,3.9,383
L'Opera,Yes,3.8,157
Pita Pit,Yes,3.7,217
Saravana Bhavan,Yes,3.9,197
Starbucks,Yes,3.9,725
The Coffee Bean & Tea Leaf,Yes,3.7,417
The Coffee Bean & Tea Leaf,Yes,3.6,127
Habibi Express,Yes,2.2,122
Andrea's Eatery,No,4.3,130
Drool Waffles,Yes,4.2,228
Elma's at Good Earth,No,4,61
H?_agen-Dazs,No,4,649
Krispy Kreme,Yes,4,734
Movenpick,Yes,4,135
Punjab Grill,Yes,4.2,1971
Aapka Bhojanalaya,No,2.8,5
Aayana Foods,No,3.1,14
Aggarwal Sweet India,Yes,2.9,4
Amchur,No,2.9,6
Anand Ji de Choley Bhatoore,No,2.7,5
Annapoorna,No,3.1,19
Big Bite,No,3,22
Ceaser Fast Food Centre,No,2.8,9
Chanana Ice Cream Parlour,No,2.9,4
Chaska,Yes,3,10
Chowranghee,No,2.9,4
Darbaar Chicken,No,3,14
Dilli Darbar,Yes,3.3,34
Domino's Pizza,Yes,2.8,31
Empire,No,2.9,5
Giani,Yes,3.1,8
Goldy Da Dhaba,No,3,6
Gufa Restaurant,No,3.2,14
Gulshan,No,3.3,25
Hira Sweets,Yes,3.3,19
Hot Shop,No,3.3,27
Janta Eating House,No,3.3,40
Madras Cafe,Yes,3.4,28
Mitra Da Dhaba & Caterers,No,3,14
Mr. Momo,Yes,2.7,18
New Anand Sagar,No,2.8,5
New Tayal's Restaurant,No,2.8,11
Paramjeet Fish & Chicken Point,No,3.1,15
Pizza Diet,Yes,2.8,6
Pizza Diet,Yes,2.7,29
Pizzalicious,No,3,9
Prem Punjab,No,2.8,11
Priya Panchvati,No,2.9,10
Ram Singh Chaat Bhandaar,No,3.1,13
Ramchander Bhalushahi Wale,No,3.2,11
Shahi Food Corner,No,3,9
Titu Chaat Corner,No,2.9,6
Vinayak Restaurant,No,2.7,24
Vrinda's Food,No,2.9,6
Walia's Dawat Mahal,No,3.1,22
Crazy Delights,No,3.5,14
Aapki Rasoi,Yes,0,3
ADM Foodi,No,0,1
Aggarwal Bikaner Sweets Corner,No,0,2
Aggarwal Petha Store and Bakers,No,0,2
Aggarwal Sweet Fresh,No,0,2
Aggarwal Sweet India,Yes,0,1
Aggarwal Sweets,Yes,0,1
Al-Taj Shamim Chicken Point,No,0,1
Apni Rasoi,Yes,0,3
Bikaner Sweets & Bakers,Yes,0,2
Bikaner Sweets & Restaurant,Yes,0,1
Bikaner Sweets,Yes,0,1
Bitoo Chat Corner,No,0,2
Chaska,Yes,0,2
Chilli Tadka Food Villa,No,0,3
China Town,Yes,0,3
Chinese Delight,No,0,2
D Food,Yes,0,3
Da Bawarchi,No,0,3
Delhi Cafe Restaurant,No,0,3
Dosa Plaza,Yes,0,2
Ex- Taj Foods,No,0,1
Fantasy Pastry Shop,No,0,1
Gareeb Dhaba,No,0,1
Hira Lal Sweets,No,0,2
Hot & Chilly Point,No,0,1
Hot Chinese & Fast Food,No,0,1
Jainco Sweets,No,0,2
Jony Sweets,No,0,1
Laxmi Dairy,No,0,0
Madras Cafe,Yes,0,3
Mehak Restaurant,No,0,2
Mr. Gold,No,0,0
New Madras Cafe,Yes,0,2
Pizza Hub,Yes,0,3
Pizza Hub,Yes,0,2
Prakash Sweets,No,0,1
Punjabi Chaska & Rasoi,No,0,2
Sagar,No,0,2
Sardar A Pure Meat Shop,Yes,0,3
South Cafe,Yes,0,1
Sultan Chicken Corner,No,0,0
The AB's Kitchen,No,0,3
Wah Ji Wah,Yes,0,1
Yum Yum,No,0,2
Zaika-e-Dilli,No,0,3
Anandini - The Tea Room,No,3.4,18
Slice of Italy,Yes,2.6,274
The Coffee Garage,No,3.4,112
The Fashion Street Caf??,No,3.2,18
Urban Village,No,3.4,13
Greenr Cafe,No,4.6,112
Boom Food,No,3.8,56
Cafe Red,No,3.6,260
Hyderabad House,Yes,3.5,67
Le ROFL,No,3.8,177
Ma Cuisine,No,3.6,43
Mumbai Matinee,No,3.5,84
Old Town Cafe,No,3.6,119
Spanish Delights,Yes,3.5,23
Sweet Nothings By Avanti Mathur,No,3.7,40
Threads,No,3.8,59
Bats On Delivery,Yes,2.3,82
Asia Central,No,4.2,264
Biryani By Kilo,Yes,4,24
Cafe 5H By The Kitchen Connect,No,4,88
Hearken Caf??,No,4,55
Puppychino,No,4.4,165
Remember Me Caf??,No,4,134
Sugarama Patisserie,No,4.2,292
The Last Mughal (TLM),No,4.4,52
The Mad Teapot/The Wishing Chair,Yes,4.1,251
Fusion Dosa Cafe,No,3.3,13
Goyal Eating Point,No,2.8,11
Haveliram,No,2.9,6
Meet You There,No,2.6,94
Shree Bhog Pure Veg Restaurant,No,3,7
The Crust,No,3.1,16
Vijay Eating Point,No,2.9,4
Aggarwal Bikaner Sweets,Yes,0,0
Bikaner Sweets & Restaurant,Yes,0,1
Cafe Coffee Day,Yes,0,0
Cake'ry,No,0,0
Come 'n' Eat,No,0,1
Darbar Chicken Corner,No,0,3
Food Care,No,0,0
Himalaya Momos,No,0,0
Hirdesh Eating Point,No,0,1
Joshi Eating House,No,0,1
Just Veg,No,0,0
Natural Pizza Hub & Food Court,No,0,0
Pawar's Food Court Inc.,No,0,1
Rajesh Eating Corner,No,0,0
Raju Ice Cream Parlor,No,0,0
Sangam Ratna,No,0,0
Tandoor & Curry Restaurant,No,0,3
Uttarakhand Eating Point,No,0,0
Uttranchal Eating Point,No,0,0
Yummy Rasoi,No,0,1
Aggarwal Restaurant,No,3.1,14
Ane China,No,2.7,11
Arora's Veg. Corner,No,3.4,18
Ashu Thali Wala,No,3,11
Bangla Sweets & Pastry Shop,No,2.9,8
Baskin Robbins,Yes,3.4,21
Believe in Taste,No,3,7
Bharat Sweet House,No,3.2,8
Bikaner Kesarvala,Yes,3.2,24
Cafe Coffee Day,Yes,3.1,5
Chawla's Chic Inn,Yes,3,71
Chhappan Bhog,No,3.2,9
Chinese Hut Fast Food,No,3,13
Domino's Pizza,Yes,3,28
Frontier,Yes,3.1,10
Giani,Yes,3.3,13
Hot Pot Snacks,No,3.4,53
Keventers,Yes,3.1,4
Kishan Dhaba,No,3,4
Madras Dosa & Chinese,Yes,2.7,91
Mehfil Tawa Tandoor,No,3.1,9
Mitthu Tikki Wala,Yes,3.2,21
Mitthu Tikki Wala,Yes,3.4,46
Pandit Ji Ka Dhaba,No,2.9,6
Punjabi Angeethi,No,3.2,28
Ram Chinese Food,Yes,3.1,23
Sardar Ji Punjabi Jayeka,No,2.9,4
SFC,No,2.8,11
SGF - Spice Grill Flame,Yes,3.1,4
Shalimar Vyanjan,Yes,3,9
Shri Rudram,No,3.1,5
Smile Bakers,No,3.1,12
Spice Sea,No,3.3,13
Street 5,No,2.8,10
Subs n Shakes,No,3.1,4
Subway,Yes,2.6,46
Twenty Four Seven,Yes,3.3,21
Wah G Wah,Yes,2.6,7
Aman-Deep Pure Veg,No,3.5,79
Kwality Pastry Parlour,No,3.5,51
McDonald's,Yes,3.5,39
Nagpal's,Yes,3.5,31
Peshawari's Deluxe,No,3.7,195
Slic Chic,No,3.8,178
Standard Ice Cream,No,3.5,31
Aunty Chings Fast Food,No,0,2
Baba Chaap Wala,No,0,1
Cafe Coffee Day,Yes,0,1
Chick N Grills,No,0,0
Choc-oholic,No,0,2
Da Pizza Palace,No,0,1
Dosa Junction,No,0,3
Ganga Food Factory,No,0,0
Hot Wok,No,0,1
Ichak Dana,No,0,1
Madras Dosa & Chinese,Yes,0,0
Mashoor Gulati,No,0,2
Nidhi's Cake Lounge,No,0,2
Night Diner,No,0,0
Nirula's Ice Cream,Yes,0,1
Niti Shake & Ice Cream Hub,Yes,0,0
Raja Chinese Foods & Snacks,No,0,0
Royal Chicken Corner,No,0,0
Shalimar Food,No,0,2
Shalimar Vyanjan,Yes,0,0
The Urban Canteen,No,0,2
Ever Bake,No,4,371
Grappa - Shangri-La's - Eros Hotel,No,3.4,27
Shang Palace - Shangri-La's Eros Hotel,No,3.7,65
Sorrento - Shangri-La's - Eros Hotel,No,3.9,66
Mister Chai - Shangri-La's - Eros Hotel,No,4.1,68
Tamra - Shangri-La's - Eros Hotel,No,4.3,400
Cafe Coffee Day,Yes,3.4,29
Domino's Pizza,Yes,2.8,85
Lush,No,0,3
Shivas Cafe,No,3.1,14
Dakshin - Sheraton New Delhi Hotel,No,4,315
Delhi Pavilion - Sheraton New Delhi Hotel,No,4,160
Pan Asian - Sheraton New Delhi Hotel,No,4.2,327
Domino's Pizza,Yes,2.5,58
Kitchen of Awadh,No,3.4,64
McDonald's,Yes,3.3,73
ODT,No,3.3,12
Rainbows,Yes,2.6,24
Subway,Yes,3.4,167
Bombay Bhelpuri,No,3.9,357
The Owl's Kitchen,No,3.5,174
7 Colours Xpress Kitchen,No,0,0
Royal Cakes,No,0,1
Street Cafe,Yes,0,0
Street Cafe,Yes,0,0
Dare To Deliver,No,2.3,59
Aggarwal Sweet and Restaurant,No,2.9,18
Burger Lust,No,2.9,13
Cafe Coffee Day,Yes,3.4,31
Cakes & Bakes,Yes,3.2,11
Chic Fillet,No,2.9,4
Chinese Express,No,3.1,11
Costa Coffee,Yes,3.1,6
Domino's Pizza,Yes,2.9,63
Gupta Fast Food,No,3.4,29
Hangchuaa's Chinese Food Corner,Yes,3.1,20
Kathi's,No,3,7
Kitchen & Chicken,No,3.2,50
Meal A Deal,No,2.8,13
Mohit Restaurant,No,2.8,17
Princess Garden,No,2.7,31
Republic of Chicken,Yes,2.8,13
Sai Juice Point,No,3.1,6
The Pirates Of China Town,Yes,3.2,14
Voda Bar,No,3.2,28
All Things Yummy,No,3.8,68
Cake Palace,Yes,3.8,160
Charan Singh Kulfi & Kala Khatta,No,3.6,29
Chinese Hut,Yes,3.6,87
Costa Coffee,Yes,3.8,68
Daitchi,No,3.5,273
DomDom Biryani,No,3.7,89
Gupta's Restaurant,No,3.5,104
Mama's,No,3.5,40
McDonald's,Yes,3.6,167
Moti Mahal Delux- Legendary Culinary,Yes,3.6,177
Qureshi's Kabab Corner,Yes,3.6,215
TukTuk,No,3.8,24
Anand Sweets,Yes,0,2
Cafe Corner,No,0,3
Chocolics,No,0,2
ChocoLite,No,0,2
F Marquee,No,0,3
Republic of Chicken,Yes,0,1
Special Chicken Biryani,Yes,0,1
Circus,Yes,4,489
The Society Cafe,No,4.1,149
Club London,No,3.3,179
3 Pegs Down,No,3.6,217
Chicago Pizza,Yes,2.6,27
Maakhansingh,No,2.9,18
Mad Over Donuts,Yes,3.8,72
Starbucks,Yes,3.7,147
World of Wok,No,3.6,22
Alvi's Food Spot,No,3.2,17
Cafe Coffee Day,Yes,2.7,29
Code,No,2.5,117
Haowin,No,3.2,88
Mirror,No,3.3,131
Pizza Hut Delivery,Yes,2.7,87
Platinum Lounge,No,3.3,91
Aap Ki Rasoi Ghar,No,3,6
Aggarwal Sweet & Pastry,No,2.8,5
Craving,No,3.1,10
Dakshin South Indian Hut,No,3,4
Food & Travel Cafe,No,3.2,10
Jolly Tandoori Zaika,No,3.2,11
Lababdar Rasoi,No,3.3,16
Madan Da Dhaba,No,3,5
Nishtha,No,3.3,21
P2 Tandoori Momos Station,No,3.1,10
Punjabi's Veg Grill,Yes,2.9,7
Sethi's The Cake Shop,Yes,2.8,16
Soya Grill,No,3,4
Sunny Kebab Wala,No,3.3,15
Vaishno Bhojnalaya,No,3.1,10
Valentine Coffee Bar,No,2.9,8
Zayka Delhi-6,No,3.1,11
13 Cafe,No,0,0
Aggarwal Sweet Corner,Yes,0,2
Babu Meat Wala,No,0,1
Batra Chinese Food & Chaap,No,0,0
Celebration Family Restaurant,No,0,0
Ching Chinese,No,0,0
Choices An Absolute BBQ,No,0,3
Delhi-27,No,0,0
Desi Kukkad,No,0,0
Freezy,No,0,0
Gourmet Bistro,No,0,1
Jiya Amritsari Naan,No,0,0
Kedgy Bite,No,0,0
Khera's Foodie Corner,No,0,0
Lajwab Pastry Palace,No,0,1
Madan Sweets & Bakers,No,0,0
Momo's King,No,0,0
New Pishori Chicken Kabab,No,0,0
New Sindhi Chicken Corner,No,0,0
Radha Swami Chaat Bhandar,No,0,0
Rajender Di Punjabi Rasoi,No,0,1
Ram Ji Snacks & Food Corner,No,0,1
Ram Ram Ji Kachori Bhandar,No,0,0
Rana's Food Corner,No,0,0
Sanjay Chicken Shop,No,0,0
Sharma Ji Spring Roll,No,0,1
Shree Raja Ram,No,0,0
South Indian Hut,Yes,0,2
Special Moradabadi Chicken Corner,No,0,0
Standard Pastry Shop,No,0,2
Sushil Punjabi Vaishno Dhaba,No,0,0
Variety of Shawarmas,No,0,0
Vrindavan Sweets,No,0,0
Flirty Momo's,Yes,2.4,26
Nathu's Sweets,Yes,3.3,173
Basil & Thyme,No,3.6,127
Kamal's,Yes,3.7,286
Orange Peel by Rasleen Kochhar,No,3.6,44
ATM Bistro,No,0,3
Masala House,No,4,169
Number 8,No,4,165
Keventers,Yes,3.2,6
4700BC Popcorn,Yes,3.2,24
Chennai X-Press,No,2.9,6
Chinese Sigdi,No,3,5
Da Pizza Pind,No,3.2,36
Faasos,Yes,3,4
Frontier,Yes,2.9,5
Gyan Di Hatti,No,2.9,5
Hot Stuff,Yes,3.3,14
KK Da Dhaba,No,3.4,55
Last Bencher's,No,3,6
Raj Bakers And Confectioners,No,3,6
Taste Drive,No,3.4,21
The Kafilla,No,3,5
Tibb's Frankie,Yes,3.1,8
4 Barrels Caf?? & Lounge,No,3.5,24
Baadshah,No,3.5,26
Behrouz Biryani,Yes,3.5,54
Galina Restaurant,No,3.5,38
Masala Factory,No,3.8,18
Ovenstory Pizza,Yes,3.5,12
Ajeet Fast Food Corner,No,0,1
Al Changezi,No,0,1
Dolce Gelato,Yes,0,0
Dragon Way,No,0,1
Foodaholic,No,0,1
Indian Chinese Fast Food,No,0,1
Jagadeesh Kharodewala,No,0,3
Punjabi Shahi Chicken Soup,No,0,2
Ramu Ka Dhaba,No,0,3
Sardar Ji Chicken Corner,No,0,0
Satguru Tiffin Service,No,0,1
Seth Baker's,No,0,3
Sri Durga Dosa Corner,No,0,3
V S Cafe,No,0,2
Vijay South Indian Food,No,0,2
Punjab Grill,Yes,4.3,1252
Insomnia - Taj Vivanta,No,3.3,50
Larry's China - Taj Vivanta,No,3.7,147
Yellow Brick Road - Taj Vivanta,No,3.9,821
English Tadka,No,3.3,152
Burger King,Yes,3.6,186
Pizza Hut,Yes,3.6,141
Cake Shop - The Ashok,No,3.1,26
Samavar - The Ashok,No,3.2,48
Tea Lounge - The Ashok,No,3.2,18
Frontier - The Ashok,No,3.7,101
The Oudh - The Ashok,No,3.6,100
Zerruco - The Ashok,No,4.4,609
The Claridges Garden -The Claridges,No,3.1,5
Aura - The Claridges,No,3.5,42
Dhaba - The Claridges,No,3.9,548
Jade - The Claridges,No,3.8,134
Pickwicks - The Claridges,No,3.7,139
Ye Old Bakery - The Claridges,No,3.7,65
Sevilla - The Claridges,No,4.3,800
GBar - The Grand New Delhi,No,3.3,145
Cascades - The Grand New Delhi,No,3.6,97
1911 Bar - The Imperial,No,3.2,10
Nostalgia at 1911 Brasserie - The Imperial,No,3.2,12
Patiala Peg - The Imperial,No,3.3,25
1911 - The Imperial,No,3.9,272
Daniell's Tavern - The Imperial,No,3.7,59
La Baguette - The Imperial,No,3.8,45
San Gimignano - The Imperial,No,3.7,104
The Atrium - The Imperial,No,3.6,57
The Spice Route - The Imperial,No,4,259
Bao Cha,No,3,90
Nazeer Delicacies,Yes,3.3,21
Open Oven,Yes,3.4,109
Slurp Pasta Express,No,2.9,5
Urban Gala,No,2.8,19
Shree Rathnam,Yes,3.5,96
Stuffed Kathi Roll,No,0,1
Subway,Yes,1.9,146
24/7 Pastry Shop - The Lalit New Delhi,No,3.3,46
Le Petit Cafe - The Lalit New Delhi,No,3.2,31
The Grill Room - The Lalit New Delhi,No,3.4,51
24/7 Bar- The Lalit New Delhi,No,3.5,45
24/7 Restaurant - The Lalit New Delhi,No,3.7,419
Baluchi - The Lalit New Delhi,No,3.9,265
Kitty Su - The Lalit New Delhi,No,3.7,747
Woks - The Lalit New Delhi,No,3.6,62
Caf?? Knosh - The Leela Ambience Convention Hotel,No,3.9,186
Cherry Bar - The Leela Ambience Convention Hotel,No,3.6,48
Mei Kun - The Leela Ambience Convention Hotel,No,3.6,42
Dilli 32 - The Leela Ambience Convention Hotel,No,4,184
Jamavar - The Leela Palace,No,3.9,241
Le Cirque - The Leela Palace,No,3.8,199
MEGU - The Leela Palace,No,3.9,178
The Library - The Leela Palace,No,3.7,59
The Lobby Lounge - The Leela Palace,No,3.6,32
The Lodhi Bakery - The Lodhi,No,2.9,4
Elan - The Lodhi,No,3.8,185
Agni - The Park,No,3.3,199
Mist - The Park,No,3.3,169
Aqua - The Park,No,3.8,773
Atrium Bar  & Lounge - The Suryaa New Delhi,No,3.1,26
French Crust - The Suryaa New Delhi,No,3.3,19
Club BW - The Suryaa New Delhi,No,3.6,90
Sampan - The Suryaa New Delhi,No,3.7,111
The Grill Room - The Taj Mahal Hotel,No,3.1,15
Emperor's Lounge - The Taj Mahal Hotel,No,3.8,79
Machan - The Taj Mahal Hotel,No,3.9,696
Ricks Bar - The Taj Mahal Hotel,No,3.6,64
Wasabi by Morimoto - The Taj Mahal Hotel,No,3.9,183
House of Ming - The Taj Mahal Hotel,No,4,398
Varq - The Taj Mahal Hotel,No,4.2,541
Capital Kitchen - Taj Palace Hotel,No,3.7,42
Spicy Duck - Taj Palace Hotel,No,3.5,24
Orient Express - Taj Palace Hotel,No,4,145
The Tea Lounge - Taj Palace Hotel,No,4,76
Bonitos - The Uppal,No,3.2,28
Bonitos Blu - The Uppal,No,3,5
The Gourmet Shop - The Uppal,No,3,4
Chopsticks,No,3.6,350
TabulaBeach Cafe,No,3.8,637
Arriba - Mexican Grill & Tequileria,No,4.1,146
Chatori Gali,No,0,0
Aggarwal Sweet Center,No,2.9,6
Aggarwal Sweets,Yes,2.7,11
Alag Khana Khazana,No,2.9,5
Bhape Di Hatti,No,3.1,7
Bhappe Di Hatti,Yes,3.1,8
Bhatura King,No,2.9,7
Bhukkadzz Point,No,3,7
Bimbos,No,3.1,16
Brothers' Bakery,No,2.9,21
Chaap Nation,No,3,4
Dev Burger,No,2.9,5
Green Chick Chop,Yes,3,6
Green Chick Chop,Yes,3.2,16
Hum Sabki Rasoi,No,3.3,26
Janki Vaishno Dhaba,No,3,4
Manmohan Food Plaza,No,2.6,10
Mr.Hunger,No,3,5
Neelma Punjabi Dhaba,No,2.9,8
New Raj Kachori Bhandar,No,3.4,18
Punjabi Ninja,No,3,7
Radha Swami Cool Hut,No,3.1,7
Sagar Choley Bhatoorey,No,3.2,26
Sehyog Alpahar,No,3.2,10
South Indian Hut,Yes,2.9,5
Vijay Corner,No,3,7
Mithlesh Ande Wala,No,3.5,17
Roti N Boti,No,3.5,21
Annapurna Caters,No,0,2
Ashoka's Ice Zone,No,0,2
Bikaner Sweets & Pastry Corner,No,0,3
Bikaner Sweets,Yes,0,3
Dee Pizza Hub,No,0,1
Flavors of London,Yes,0,2
Funduz Cafe,No,0,3
Giani,Yes,0,1
Grover Sweets Rajouri Wala,No,0,2
Guru Kripa Chicken Corner,No,0,2
Health-O-Lic,No,0,1
Himalya Chinese,No,0,1
KindBhutani's,No,0,2
Mama Bhanja Corner,No,0,3
Mama Tao,No,0,2
Manpasand Punjabi Zaika,No,0,1
Pal Restaurant,No,0,0
Pizza Station,Yes,0,1
Punjabi Dhaba,Yes,0,3
Punjabi Virsa,No,0,3
Sahib Jhatka Chicken Shop,No,0,3
Salt & Peppers,No,0,3
Sethi Ice Cream Parlour,No,0,3
Shah Ji Di Rasoi,No,0,2
Shawarma Wala,Yes,0,3
Snazzy Delights,No,0,2
South Indian Hut,Yes,0,1
T-2 Di Hatti,No,0,2
The Second Wife Kitchen,No,0,2
Today Pizza,No,0,3
Turban Tadka,No,0,3
Wah Shah Ji Wah,No,0,2
Wah Wah Chicken Corner,No,0,3
Brijwasi Sweet and Namkeen,No,0,1
Khana Khazana,Yes,3.7,281
Ahad Sons Restaurant,No,3.4,104
Jughead's Fast Food Corner,No,3.6,438
The Coffee Bond,No,4.2,73
Wow! Momo,Yes,2.9,77
Domino's Pizza,Yes,3.6,24
Haldiram's,Yes,3.7,59
Keventers,Yes,3.8,37
Pat 'N' Harry,No,2.3,42
"34, Chowringhee Lane",Yes,3.1,5
Aggarwal Sweets,Yes,2.8,5
Amritsari Dhaba,Yes,2.9,10
Apna Swad,No,2.9,4
ATM Food Corner,No,3,4
Burger House,No,2.8,4
Cafe De Bienka,No,2.7,12
Chatkaara Point,No,2.9,7
Dharma Punjabi Dhaba,No,2.7,5
Domino's Pizza,Yes,2.5,6
Flavourz Factoree,No,3.1,14
Gabbar Chowmein,No,3,4
Gayatri's Break Point Restaurant,No,3.1,4
Grover Sweets & Bakers,No,3.3,12
Khalsa Veg Corner,Yes,3.1,10
Lajawab Chinese Food,No,3,4
Lajwab Bakery,No,3.1,7
Maharani Rasoi,No,3,5
Natkhat Bakers,No,3.1,4
Pastry Palace,Yes,3.2,11
Punjabi Tadka,Yes,2.7,11
Radha Swami Vaishno Dhaba,No,3,6
Scoops,No,2.8,9
Shah Bakery,No,3,10
Shahi Kachauri Wale,No,2.8,6
Shahi Kachauri,No,2.8,4
Shri Bikaner Sweets,No,2.9,4
Shri Krishna Vaishno Dhaba,No,3,5
Shri Murli Wala,No,2.8,7
Shri Radha Ki Rasoi,No,2.8,6
Singh's Ice Cream Parlour,No,3,8
Swastik Restaurant,No,2.7,6
Tanatan Corner,No,2.9,7
Tasty Bite,No,2.8,12
Aggarwal Jalebi Wale,No,0,3
Aggarwal Sweets,Yes,0,3
Arora Pastry Palace,No,0,3
Chinese Chatorey Xpress,No,0,2
Chocochill,No,0,2
Da Pizza Zone,Yes,0,2
Food N Shakes,No,0,0
Green Chick Chop,Yes,0,3
Grover Sweets,Yes,0,2
J V's Fried Chicken,No,0,2
Kamal Chat Bhandar,No,0,3
Khalsa Chicken Corner,No,0,2
Lala Da Shudh Vaishno Dhaba,No,0,1
Madras Cafe,Yes,0,3
New China Town,No,0,2
Pick & Carry,No,0,2
Punjabi Chicken,Yes,0,3
Sandwiches 'N' More,No,0,2
Sapna Restaurant,No,0,3
Sargam Sweets,No,0,2
Tandoori Theka,No,0,2
The Darjiling Delicious Chinese Food,No,0,3
Veg Darbar - The Royal Taste,No,0,3
Veg. Darbar,No,0,1
Wah Ji Wah,Yes,2.4,4
Cafe Coffee Day,Yes,2.6,33
Chalte Firte Momos,No,2.6,23
Chutneez Restaurant Lounge & Bar,Yes,2.7,132
Domino's Pizza,Yes,3.4,25
Fattoush,No,2.9,5
Keventers,Yes,3.3,25
Kutty's South Indian Cafe,No,3.4,99
Mandrain,No,2.8,7
Nazeer Foods,Yes,3.4,193
