Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
Street 5,1,No,No,,,,
Subs n Shakes,1,No,No,,,,
Aman-Deep Pure Veg,1,No,No,,,,
Kwality Pastry Parlour,1,No,No,,,,
Peshawari's Deluxe,2,No,Yes,,,,
Slic Chic,1,No,No,,,,
Standard Ice Cream,1,No,No,,,,
Aunty Chings Fast Food,1,No,No,,,,
Baba Chaap Wala,1,No,No,,,,
Chick N Grills,2,No,No,,,,
Choc-oholic,1,No,No,,,,
Da Pizza Palace,2,No,Yes,,,,
Dosa Junction,1,No,No,,,,
Ganga Food Factory,1,No,No,,,,
Hot Wok,2,No,No,,,,
Ichak Dana,1,No,No,,,,
Mashoor Gulati,2,No,Yes,,,,
Nidhi's Cake Lounge,1,No,No,,,,
Night Diner,1,No,No,,,,
Raja Chinese Foods & Snacks,1,No,No,,,,
Royal Chicken Corner,1,No,No,,,,
Shalimar Food,1,No,No,,,,
The Urban Canteen,1,No,No,,,,
Ever Bake,1,No,Yes,,,,
Grappa - Shangri-La's - Eros Hotel,4,Yes,No,,,,
Shang Palace - Shangri-La's Eros Hotel,4,Yes,No,,,,
Sorrento - Shangri-La's - Eros Hotel,4,Yes,No,,,,
Mister Chai - Shangri-La's - Eros Hotel,4,Yes,No,,,,
Tamra - Shangri-La's - Eros Hotel,4,Yes,No,,,,
Lush,2,No,No,,,,
Shivas Cafe,1,No,No,,,,
Dakshin - Sheraton New Delhi Hotel,4,Yes,No,,,,
Delhi Pavilion - Sheraton New Delhi Hotel,4,Yes,No,,,,
Pan Asian - Sheraton New Delhi Hotel,4,Yes,No,,,,
Kitchen of Awadh,2,No,No,,,,
ODT,2,Yes,No,,,,
Rainbows,2,No,Yes,,,,
Bombay Bhelpuri,1,No,No,,,,
The Owl's Kitchen,2,No,Yes,,,,
7 Colours Xpress Kitchen,1,No,No,,,,
Royal Cakes,1,No,No,,,,
Street Cafe,1,No,No,,,,
Dare To Deliver,2,No,No,,,,
Aggarwal Sweet and Restaurant,1,No,No,,,,
Burger Lust,1,No,Yes,,,,
Chic Fillet,1,No,No,,,,
Chinese Express,2,No,No,,,,
Gupta Fast Food,2,No,No,,,,
Hangchuaa's Chinese Food Corner,2,No,No,,,,
Kathi's,1,No,No,,,,
Kitchen & Chicken,2,No,Yes,,,,
Meal A Deal,1,No,No,,,,
Mohit Restaurant,2,No,No,,,,
Princess Garden,3,Yes,No,,,,
Sai Juice Point,1,No,No,,,,
Voda Bar,4,Yes,No,,,,
All Things Yummy,1,No,Yes,,,,
Cake Palace,1,No,No,,,,
Charan Singh Kulfi & Kala Khatta,1,No,No,,,,
Chinese Hut,2,No,No,,,,
Daitchi,3,No,No,,,,
DomDom Biryani,2,No,Yes,,,,
Gupta's Restaurant,1,No,Yes,,,,
Mama's,2,No,No,,,,
Moti Mahal Delux- Legendary Culinary,3,Yes,Yes,,,,
TukTuk,3,No,Yes,,,,
Cafe Corner,1,No,No,,,,
Chocolics,2,No,No,,,,
ChocoLite,1,No,No,,,,
F Marquee,4,Yes,No,,,,
Special Chicken Biryani,1,No,No,,,,
Circus,3,Yes,Yes,,,,
The Society Cafe,2,No,Yes,,,,
Club London,4,Yes,No,,,,
3 Pegs Down,3,Yes,No,,,,
Maakhansingh,1,No,Yes,,,,
World of Wok,2,No,Yes,,,,
Alvi's Food Spot,1,No,No,,,,
Code,2,Yes,Yes,,,,
Haowin,3,Yes,No,,,,
Mirror,3,Yes,No,,,,
Platinum Lounge,3,Yes,No,,,,
Aap Ki Rasoi Ghar,1,No,No,,,,
Aggarwal Sweet & Pastry,1,No,No,,,,
Craving,2,No,No,,,,
Dakshin South Indian Hut,1,No,No,,,,
Food & Travel Cafe,1,No,No,,,,
Jolly Tandoori Zaika,1,No,No,,,,
Lababdar Rasoi,1,No,No,,,,
Madan Da Dhaba,1,No,No,,,,
Nishtha,1,No,No,,,,
P2 Tandoori Momos Station,1,No,No,,,,
Soya Grill,1,No,No,,,,
Sunny Kebab Wala,1,No,No,,,,
Vaishno Bhojnalaya,1,No,No,,,,
Valentine Coffee Bar,1,No,No,,,,
Zayka Delhi-6,2,No,No,,,,
13 Cafe,2,No,No,,,,
Babu Meat Wala,1,No,No,,,,
Batra Chinese Food & Chaap,1,No,No,,,,
Celebration Family Restaurant,2,Yes,No,,,,
Ching Chinese,1,No,No,,,,
Choices An Absolute BBQ,1,No,No,,,,
Delhi-27,1,No,No,,,,
Desi Kukkad,1,No,No,,,,
Freezy,1,No,No,,,,
Gourmet Bistro,2,No,No,,,,
Jiya Amritsari Naan,1,No,No,,,,
Kedgy Bite,1,No,No,,,,
Khera's Foodie Corner,1,No,No,,,,
Lajwab Pastry Palace,1,No,No,,,,
Madan Sweets & Bakers,1,No,No,,,,
Momo's King,1,No,No,,,,
New Pishori Chicken Kabab,1,No,No,,,,
New Sindhi Chicken Corner,2,No,No,,,,
Radha Swami Chaat Bhandar,1,No,No,,,,
Rajender Di Punjabi Rasoi,1,No,No,,,,
Ram Ji Snacks & Food Corner,1,No,No,,,,
Ram Ram Ji Kachori Bhandar,1,No,No,,,,
Rana's Food Corner,1,No,No,,,,
Sanjay Chicken Shop,1,No,No,,,,
Sharma Ji Spring Roll,1,No,No,,,,
Shree Raja Ram,1,No,No,,,,
South Indian Hut,1,No,No,,,,
Special Moradabadi Chicken Corner,1,No,No,,,,
Standard Pastry Shop,1,No,Yes,,,,
Sushil Punjabi Vaishno Dhaba,1,No,No,,,,
Variety of Shawarmas,1,No,No,,,,
Vrindavan Sweets,1,No,No,,,,
Basil & Thyme,4,Yes,No,,,,
Kamal's,2,No,No,,,,
Orange Peel by Rasleen Kochhar,2,No,No,,,,
ATM Bistro,3,Yes,No,,,,
Masala House,3,Yes,Yes,,,,
Number 8,4,No,No,,,,
Chennai X-Press,1,No,No,,,,
Chinese Sigdi,1,No,No,,,,
Da Pizza Pind,1,No,No,,,,
Gyan Di Hatti,1,No,No,,,,
Hot Stuff,1,No,No,,,,
KK Da Dhaba,1,No,Yes,,,,
Last Bencher's,1,No,No,,,,
Raj Bakers And Confectioners,1,No,No,,,,
Taste Drive,1,No,No,,,,
The Kafilla,2,No,No,,,,
4 Barrels Caf?? & Lounge,3,Yes,Yes,,,,
Baadshah,3,Yes,No,,,,
Galina Restaurant,2,No,No,,,,
Masala Factory,2,No,No,,,,
Ajeet Fast Food Corner,1,No,No,,,,
Al Changezi,1,No,No,,,,
Dolce Gelato,1,No,No,,,,
Dragon Way,1,No,No,,,,
Foodaholic,1,No,No,,,,
Indian Chinese Fast Food,1,No,No,,,,
Jagadeesh Kharodewala,1,No,No,,,,
Punjabi Shahi Chicken Soup,1,No,No,,,,
Ramu Ka Dhaba,1,No,No,,,,
Sardar Ji Chicken Corner,1,No,No,,,,
Satguru Tiffin Service,1,No,Yes,,,,
Seth Baker's,1,No,No,,,,
Sri Durga Dosa Corner,1,No,No,,,,
V S Cafe,1,No,No,,,,
Vijay South Indian Food,1,No,No,,,,
Insomnia - Taj Vivanta,4,Yes,No,,,,
Larry's China - Taj Vivanta,4,Yes,No,,,,
Yellow Brick Road - Taj Vivanta,4,No,No,,,,
English Tadka,2,Yes,No,,,,
Cake Shop - The Ashok,2,No,No,,,,
Samavar - The Ashok,4,Yes,No,,,,
Tea Lounge - The Ashok,3,No,No,,,,
Frontier - The Ashok,4,Yes,No,,,,
The Oudh - The Ashok,4,Yes,No,,,,
Zerruco - The Ashok,4,Yes,No,,,,
The Claridges Garden -The Claridges,4,No,No,,,,
Aura - The Claridges,4,No,No,,,,
Dhaba - The Claridges,4,Yes,No,,,,
Jade - The Claridges,4,Yes,No,,,,
Pickwicks - The Claridges,4,Yes,No,,,,
Ye Old Bakery - The Claridges,3,No,No,,,,
Sevilla - The Claridges,4,Yes,No,,,,
GBar - The Grand New Delhi,4,Yes,No,,,,
Cascades - The Grand New Delhi,4,Yes,No,,,,
1911 Bar - The Imperial,4,Yes,No,,,,
Nostalgia at 1911 Brasserie - The Imperial,4,Yes,No,,,,
Patiala Peg - The Imperial,4,Yes,No,,,,
1911 - The Imperial,4,Yes,No,,,,
Daniell's Tavern - The Imperial,4,Yes,No,,,,
La Baguette - The Imperial,2,No,No,,,,
San Gimignano - The Imperial,4,Yes,No,,,,
The Atrium - The Imperial,4,Yes,No,,,,
The Spice Route - The Imperial,4,Yes,No,,,,
Bao Cha,3,Yes,Yes,,,,
Nazeer Delicacies,2,Yes,No,,,,
Slurp Pasta Express,1,No,No,,,,
Urban Gala,2,No,No,,,,
Stuffed Kathi Roll,1,No,No,,,,
24/7 Pastry Shop - The Lalit New Delhi,2,No,No,,,,
Le Petit Cafe - The Lalit New Delhi,3,Yes,No,,,,
The Grill Room - The Lalit New Delhi,4,Yes,No,,,,
24/7 Bar- The Lalit New Delhi,4,No,No,,,,
24/7 Restaurant - The Lalit New Delhi,4,Yes,No,,,,
Baluchi - The Lalit New Delhi,4,Yes,No,,,,
Kitty Su - The Lalit New Delhi,4,No,No,,,,
Woks - The Lalit New Delhi,4,Yes,No,,,,
Caf?? Knosh - The Leela Ambience Convention Hotel,4,Yes,No,,,,
Cherry Bar - The Leela Ambience Convention Hotel,4,Yes,No,,,,
Mei Kun - The Leela Ambience Convention Hotel,4,Yes,No,,,,
Dilli 32 - The Leela Ambience Convention Hotel,4,Yes,No,,,,
Jamavar - The Leela Palace,4,Yes,No,,,,
Le Cirque - The Leela Palace,4,Yes,No,,,,
MEGU - The Leela Palace,4,Yes,No,,,,
The Library - The Leela Palace,4,No,No,,,,
The Lobby Lounge - The Leela Palace,4,No,No,,,,
The Lodhi Bakery - The Lodhi,1,No,No,,,,
Elan - The Lodhi,4,Yes,No,,,,
Agni - The Park,4,Yes,No,,,,
Mist - The Park,4,Yes,No,,,,
Aqua - The Park,4,Yes,No,,,,
Atrium Bar  & Lounge - The Suryaa New Delhi,4,Yes,No,,,,
French Crust - The Suryaa New Delhi,2,No,No,,,,
Club BW - The Suryaa New Delhi,4,No,No,,,,
Sampan - The Suryaa New Delhi,4,Yes,No,,,,
The Grill Room - The Taj Mahal Hotel,4,No,No,,,,
Emperor's Lounge - The Taj Mahal Hotel,4,No,No,,,,
Machan - The Taj Mahal Hotel,4,No,No,,,,
Ricks Bar - The Taj Mahal Hotel,4,Yes,No,,,,
Wasabi by Morimoto - The Taj Mahal Hotel,4,Yes,No,,,,
House of Ming - The Taj Mahal Hotel,4,Yes,No,,,,
Varq - The Taj Mahal Hotel,4,Yes,No,,,,
Capital Kitchen - Taj Palace Hotel,4,Yes,No,,,,
Spicy Duck - Taj Palace Hotel,4,Yes,No,,,,
Orient Express - Taj Palace Hotel,4,Yes,No,,,,
The Tea Lounge - Taj Palace Hotel,3,No,No,,,,
Bonitos - The Uppal,4,Yes,No,,,,
Bonitos Blu - The Uppal,4,Yes,No,,,,
The Gourmet Shop - The Uppal,2,No,No,,,,
Chopsticks,3,Yes,Yes,,,,
TabulaBeach Cafe,3,Yes,No,,,,
Arriba - Mexican Grill & Tequileria,4,Yes,No,,,,
Chatori Gali,1,No,No,,,,
Aggarwal Sweet Center,1,No,No,,,,
Alag Khana Khazana,1,No,No,,,,
Bhape Di Hatti,1,No,No,,,,
Bhappe Di Hatti,1,No,No,,,,
Bhatura King,1,No,No,,,,
Bhukkadzz Point,1,No,Yes,,,,
Bimbos,1,No,No,,,,
Brothers' Bakery,1,No,No,,,,
Chaap Nation,1,No,No,,,,
Dev Burger,1,No,No,,,,
Hum Sabki Rasoi,1,No,No,,,,
Janki Vaishno Dhaba,1,No,No,,,,
Manmohan Food Plaza,1,No,No,,,,
Mr.Hunger,2,No,No,,,,
Neelma Punjabi Dhaba,1,No,No,,,,
New Raj Kachori Bhandar,1,No,No,,,,
Punjabi Ninja,2,No,No,,,,
Radha Swami Cool Hut,1,No,No,,,,
Sagar Choley Bhatoorey,1,No,No,,,,
Sehyog Alpahar,1,No,No,,,,
Vijay Corner,1,No,No,,,,
Mithlesh Ande Wala,1,No,No,,,,
Roti N Boti,1,No,Yes,,,,
Annapurna Caters,1,No,No,,,,
Ashoka's Ice Zone,1,No,No,,,,
Bikaner Sweets & Pastry Corner,1,No,No,,,,
Dee Pizza Hub,1,No,No,,,,
Funduz Cafe,1,No,No,,,,
Grover Sweets Rajouri Wala,1,No,No,,,,
Guru Kripa Chicken Corner,1,No,No,,,,
Health-O-Lic,2,No,No,,,,
Himalya Chinese,1,No,No,,,,
KindBhutani's,1,No,No,,,,
Mama Bhanja Corner,2,No,No,,,,
Mama Tao,1,No,No,,,,
Manpasand Punjabi Zaika,1,No,No,,,,
Pal Restaurant,1,No,No,,,,
Punjabi Virsa,2,No,No,,,,
Sahib Jhatka Chicken Shop,1,No,No,,,,
Salt & Peppers,2,No,No,,,,
Sethi Ice Cream Parlour,1,No,No,,,,
Shah Ji Di Rasoi,1,No,No,,,,
Snazzy Delights,1,No,No,,,,
T-2 Di Hatti,1,No,No,,,,
The Second Wife Kitchen,2,No,Yes,,,,
Today Pizza,1,No,No,,,,
Turban Tadka,1,No,No,,,,
Wah Shah Ji Wah,1,No,No,,,,
Wah Wah Chicken Corner,1,No,No,,,,
Brijwasi Sweet and Namkeen,1,No,No,,,,
Khana Khazana,2,No,No,,,,
Ahad Sons Restaurant,2,No,No,,,,
Jughead's Fast Food Corner,2,No,Yes,,,,
The Coffee Bond,2,No,Yes,,,,
Pat 'N' Harry,1,No,Yes,,,,
Amritsari Dhaba,1,No,No,,,,
Apna Swad,2,No,Yes,,,,
ATM Food Corner,1,No,No,,,,
Burger House,1,No,Yes,,,,
Cafe De Bienka,1,No,No,,,,
Chatkaara Point,1,No,No,,,,
Dharma Punjabi Dhaba,1,No,Yes,,,,
Flavourz Factoree,1,No,No,,,,
Gabbar Chowmein,1,No,No,,,,
Gayatri's Break Point Restaurant,1,No,No,,,,
Grover Sweets & Bakers,1,No,No,,,,
Lajawab Chinese Food,1,No,No,,,,
Lajwab Bakery,1,No,No,,,,
Maharani Rasoi,1,No,No,,,,
Natkhat Bakers,1,No,Yes,,,,
Pastry Palace,1,No,Yes,,,,
Radha Swami Vaishno Dhaba,1,No,No,,,,
Scoops,1,No,No,,,,
Shah Bakery,1,No,No,,,,
Shahi Kachauri Wale,1,No,No,,,,
Shahi Kachauri,1,No,No,,,,
Shri Bikaner Sweets,1,No,No,,,,
Shri Krishna Vaishno Dhaba,1,No,No,,,,
Shri Murli Wala,1,No,No,,,,
Shri Radha Ki Rasoi,1,No,No,,,,
Singh's Ice Cream Parlour,1,No,No,,,,
Swastik Restaurant,1,No,Yes,,,,
Tanatan Corner,1,No,No,,,,
Tasty Bite,2,No,Yes,,,,
Aggarwal Jalebi Wale,1,No,No,,,,
Arora Pastry Palace,1,No,No,,,,
Chinese Chatorey Xpress,1,No,Yes,,,,
Chocochill,1,No,No,,,,
Da Pizza Zone,2,No,Yes,,,,
Food N Shakes,1,No,No,,,,
Grover Sweets,1,No,No,,,,
J V's Fried Chicken,1,No,Yes,,,,
Kamal Chat Bhandar,1,No,No,,,,
Khalsa Chicken Corner,1,No,No,,,,
Lala Da Shudh Vaishno Dhaba,1,No,No,,,,
New China Town,1,No,No,,,,
Pick & Carry,1,No,No,,,,
Sandwiches 'N' More,1,No,No,,,,
Sapna Restaurant,1,No,Yes,,,,
Sargam Sweets,1,No,No,,,,
Tandoori Theka,1,No,Yes,,,,
The Darjiling Delicious Chinese Food,1,No,No,,,,
Veg Darbar - The Royal Taste,1,No,No,,,,
Veg. Darbar,1,No,No,,,,
Chalte Firte Momos,1,No,No,,,,
Chutneez Restaurant Lounge & Bar,3,Yes,No,,,,
Fattoush,1,No,No,,,,
Kutty's South Indian Cafe,1,No,No,,,,
Mandrain,1,No,No,,,,
Rocking Woods,3,Yes,Yes,,,,
The Yellow Chilli,3,Yes,Yes,,,,
The Yummy Chilli,2,No,No,,,,
United Punjab,2,No,Yes,,,,
Vintro,1,No,Yes,,,,
The Golden Dragon,3,Yes,No,,,,
Yo! China,2,Yes,Yes,,,,
Hawkers,2,No,Yes,,,,
Tribe,4,Yes,No,,,,
Captain Chang,3,No,Yes,,,,
Clemency- The Restaurant & Cafe,2,Yes,Yes,,,,
Flaming Chilli Pepper,2,Yes,Yes,,,,
Majeed's,2,No,Yes,,,,
Majlis-e-Mughal,2,Yes,Yes,,,,
Mickey's Kitchen,2,No,Yes,,,,
Nanking,3,Yes,Yes,,,,
Nawab Dera,2,No,Yes,,,,
The Cafe,3,No,Yes,,,,
The Village Caf??,2,No,Yes,,,,
Cookfresh,2,No,No,,,,
Cafe Connect,2,No,Yes,,,,
Indian Saffron Co.,2,No,Yes,,,,
Shree Bhagatram,2,No,Yes,,,,
Biryani Blues,2,No,Yes,,,,
Tipu Sultan,2,Yes,Yes,,,,
Bengal Sweet Palace,1,No,No,,,,
Bread'D Bites,1,No,No,,,,
Foodland by Orchid,2,Yes,No,,,,
From The Kitchen of Mala Bindra,1,No,No,,,,
Hawkers,1,No,Yes,,,,
HotPlate,1,No,No,,,,
New Janta Restaurant,2,No,No,,,,
Sinfully Yours,1,No,Yes,,,,
Spice Deli,3,Yes,Yes,,,,
Uncle Tom's Steamed Hot Dogs,1,No,No,,,,
AOWLS,1,No,Yes,,,,
Georgia Dakota,1,No,No,,,,
Instapizza After Hours,2,No,Yes,,,,
Anthony's Kitchen,1,No,No,,,,
Bakermania,1,No,No,,,,
Cones & Curries,1,No,No,,,,
Kaptain Bakery,1,No,No,,,,
Kayasth Cuisine,3,No,No,,,,
Mahinder Food Corner,1,No,No,,,,
Mohanty Bakery & Confectionery,1,No,No,,,,
Practically Perfect,2,No,No,,,,
Take Away Depot,2,No,No,,,,
Aggarwal Confectionary,1,No,No,,,,
Ananda's,1,No,No,,,,
Ankur Family Restaurant,2,No,No,,,,
Ayush Restaurant,1,No,No,,,,
Chef's Paradise,1,No,Yes,,,,
Fatafat Fast Food,1,No,No,,,,
Green Tea Fanatics,1,No,No,,,,
Khansama,1,No,No,,,,
Pauls Food,2,No,No,,,,
Punjabi Vaishno Rasoi,1,No,No,,,,
Taj Sweets,1,No,No,,,,
The Cake,1,No,No,,,,
The Food Court,1,No,Yes,,,,
Adi's Restaurant,1,No,No,,,,
Always Eat Green,1,No,No,,,,
Anjali Resaturant,1,No,No,,,,
Annapoorna Bhojanalya,1,No,No,,,,
Anupam Eating Point,1,No,No,,,,
Cafe Mom,1,No,No,,,,
Cafe Youth,1,No,No,,,,
Cake Express,1,No,No,,,,
Cake Knighter,1,No,No,,,,
Catchup Green,1,No,No,,,,
Delicious Cake,1,No,No,,,,
Famous Parantha and Poori Sabzi,1,No,No,,,,
FM Biryani Point,1,No,No,,,,
Food Plaza,1,No,No,,,,
Foodiez,1,No,No,,,,
Goli Vada Pav No. 1,1,No,No,,,,
Hyderabad's Delight,1,No,No,,,,
Khan Tandoori Hub,2,No,No,,,,
Khan Tandoori Nights,1,No,No,,,,
New Aggarwal Sweets & Fast Food,1,No,No,,,,
Night Munchers,2,No,No,,,,
Old Moradabadi Chicken Corner,1,No,No,,,,
Richa's Bakery,1,No,No,,,,
Rudra The Dhaba,1,No,No,,,,
Seven Star Pizza,1,No,No,,,,
Shahi Muradabadi Chicken Biryani,1,No,No,,,,
Shree Krishna Restaurant,1,No,No,,,,
Shree Sai Bhog,1,No,No,,,,
Soni Food Court,1,No,No,,,,
South Street Cafe,1,No,No,,,,
Sweets n Treats,1,No,No,,,,
The Royal Prestige,1,No,No,,,,
Two Friends Roll Corner,1,No,No,,,,
Waikiki,1,No,No,,,,
Zaika Chicken Corner,1,No,No,,,,
Zombiez,2,No,No,,,,
366 Junction,2,Yes,No,,,,
Black & Brew,1,No,No,,,,
Hari Om Bhojanalaya,1,No,No,,,,
Nalwa's Hotspot,1,No,No,,,,
Rock n Wood Cafe,2,No,Yes,,,,
Roll Corner,1,No,Yes,,,,
Shree Nandhini Cafe,1,No,No,,,,
Sindhi Dhaba,1,No,No,,,,
Take N Taste,1,No,Yes,,,,
Taxi Bar & Cafe,2,Yes,Yes,,,,
The Little Diner,2,Yes,Yes,,,,
Cafeteria & Co.,2,No,No,,,,
Cafe All-Inn,2,No,No,,,,
Flamess Restaurant & Cafe Village,2,No,Yes,,,,
Jack 'n' Chill,2,No,No,,,,
Mad Monkey,2,Yes,Yes,,,,
Manohar Cakes & Bikaneri,1,No,No,,,,
Shagun,2,No,Yes,,,,
Shyam Chaat Bhandar,1,No,No,,,,
Telegram,2,No,Yes,,,,
The University Bistro,2,No,Yes,,,,
736 A.D.,2,No,No,,,,
Mr. Crust Bakers,1,No,No,,,,
Phonebooth Caf??,2,No,Yes,,,,
Tony's,1,No,Yes,,,,
Wake 'n' Bake Cafe,1,No,No,,,,
Gabbar Di Hatti,1,No,No,,,,
1990's,1,No,No,,,,
Amul Cafe,1,No,No,,,,
Buta Singh Da Dhabba,1,No,No,,,,
Cafe Amigo,1,No,No,,,,
Carara,2,No,No,,,,
Channi Pishori Chicken,1,No,No,,,,
Chatkora Food N Snacks Corner,1,No,No,,,,
Chetana Bakes,1,No,No,,,,
Chily Hut,2,No,No,,,,
De' Bistro,2,Yes,No,,,,
Deep Bakers,1,No,No,,,,
Delhi 6,1,No,No,,,,
Finest Pizzeria,2,No,Yes,,,,
Food Lab,1,No,No,,,,
Hema Chinese Foods,1,No,No,,,,
Hunger Stop,2,No,No,,,,
Ishwar Sweets,1,No,No,,,,
Kathi Express,2,No,No,,,,
Kream's,1,No,No,,,,
Mandeep Punjabi Rasoi,1,No,No,,,,
Masti Curry,1,No,Yes,,,,
Patiala Shahi Soups,1,No,No,,,,
Red Hot,1,No,No,,,,
Sai Ann Kutir,1,No,No,,,,
Saravana South Indian Hut,1,No,No,,,,
Sardar Pure Meat Shop,1,No,No,,,,
Shan E Punjab,2,No,No,,,,
Shanghai Nights,1,No,No,,,,
Shree Ram Sweets & Bakers,1,No,No,,,,
Sindhi Kulfi Wala,1,No,No,,,,
Spinns Resto-Bar,2,Yes,No,,,,
Taneja Bakery,1,No,No,,,,
Tequila Express,3,Yes,Yes,,,,
The China Town,2,No,No,,,,
THS - The Hunger Street,2,No,No,,,,
True Blue,3,Yes,No,,,,
Your's Chole Bhature,1,No,No,,,,
Pure Punjabi,2,No,No,,,,
Brick Station,2,No,No,,,,
Food Factory,1,No,No,,,,
Pastry Point,1,No,No,,,,
Prem Jee Da Dhaba,2,No,No,,,,
Welcome Food Point,2,No,Yes,,,,
Arora Snacks,1,No,No,,,,
Bansal Mithai Wale,1,No,No,,,,
Garam Masala Food Corner,1,No,Yes,,,,
Kumar Pav Bhaji Corner,1,No,No,,,,
Le Chef,1,No,No,,,,
Nainy Fast Food,1,No,No,,,,
Platform Nine and Three Quarters,2,No,No,,,,
Rapture,1,No,No,,,,
Sachdeva Chinese Fast Food,1,No,No,,,,
Simply Cakes,1,No,No,,,,
The Dosa King,1,No,No,,,,
Bhappe Di Hatti,2,No,Yes,,,,
Cafetorium,2,No,Yes,,,,
Food Express,2,No,Yes,,,,
Sai Bajaj Restaurant,1,No,Yes,,,,
The Chimney Bar-Be-Que,2,No,No,,,,
Cheese Bitez Pizza,1,No,No,,,,
Goyal Sweets,1,No,No,,,,
Gulati's Takeaway,2,No,No,,,,
Momos Hi Momos,1,No,No,,,,
New Bhappe Di Hatti,1,No,No,,,,
Oven Fresh,1,No,No,,,,
Rupa Ice Cream Parlour,1,No,No,,,,
Scoopers 'n' Bakers,1,No,No,,,,
South Indian Food Plaza,1,No,No,,,,
Super Snacks,1,No,No,,,,
Unique Pastry,1,No,No,,,,
Veg Food Express,1,No,No,,,,
Chintamani's Namkeen,1,No,No,,,,
Deltasious,1,No,Yes,,,,
Tandoori Junction,1,No,Yes,,,,
Meghraj Food Court,1,No,No,,,,
Meghraj Sweets,1,No,No,,,,
Chill Out,1,No,No,,,,
Chilli Chinese,1,No,No,,,,
Kennedy's,1,No,Yes,,,,
Biryani Blues,3,No,No,,,,
Asia Seven Express,2,No,No,,,,
Cafe Huddle,2,No,No,,,,
Karim's,3,No,No,,,,
Pizza Hut Delivery,2,No,No,,,,
Eat Me,2,No,Yes,,,,
EDC Mania,1,No,No,,,,
Elegant China X-Press,1,No,No,,,,
Madhuvan Chinese Fast Food,1,No,No,,,,
Momos House,1,No,No,,,,
Punjab Restaurant,2,No,No,,,,
Rhythm Restro-Bar,3,Yes,No,,,,
Sona Restaurant,1,No,No,,,,
Uraki,1,No,No,,,,
Annapurna Sweets,1,No,No,,,,
Karnataka,2,No,Yes,,,,
Faeem Chicken Corner,1,No,No,,,,
Grills N Chills,1,No,No,,,,
Gupta Sweets,1,No,No,,,,
Khub Chand,1,No,No,,,,
Sher E Punjab,1,No,No,,,,
Shri Balaji,1,No,No,,,,
Sidhi Cafe,1,No,No,,,,
Al Hayat Bakers,1,No,No,,,,
Al-Kausar's,1,No,No,,,,
Alam Biryani Center,1,No,No,,,,
Bismillah Hotel,1,No,No,,,,
Halal Pizza Star,1,No,No,,,,
HTW Bakers,1,No,No,,,,
Javed Bawarchi Restaurant,2,No,No,,,,
Let's Eat,1,No,No,,,,
Moonis Kada,2,No,No,,,,
Motu N Patlu,1,No,No,,,,
S.K. Fast Food,1,No,No,,,,
Sufiyan Restaurant,1,No,No,,,,
The Relax Point,1,No,No,,,,
Zareen's Dastarkhwan,2,No,No,,,,
Ali Baba Caves,2,No,No,,,,
Caf?? Doo Ghoont,2,No,Yes,,,,
Knights Chaska,2,Yes,No,,,,
Thirsty Scholar Cafe,1,No,No,,,,
Savoury Street,2,No,No,,,,
JSB Evergreen Snack & Sweets,1,No,No,,,,
221 B Baker Street,1,No,Yes,,,,
Kapoors Balle Balle,1,No,Yes,,,,
Lakshmi Coffee House,1,No,No,,,,
Geoffrey's,4,Yes,No,,,,
Maamouchee @ My Way,3,Yes,Yes,,,,
Americana Kitchen and Bar,4,Yes,No,,,,
Punjabi By Nature Quickie,3,Yes,No,,,,
United Coffee House Rewind,3,Yes,No,,,,
Oh So Stoned!,1,No,No,,,,
Chi Asian Cookhouse,3,Yes,Yes,,,,
PizzaExpress,3,Yes,Yes,,,,
The Frozen Factory,1,No,No,,,,
Theos,2,No,No,,,,
Cafe Delhi Heights,3,Yes,No,,,,
Chili's Grill & Bar,3,Yes,Yes,,,,
The Bento Cafe,2,No,Yes,,,,
Earthen Oven - Fortune Inn Grazia,3,Yes,No,,,,
Fortune Deli -  Fortune Inn Grazia,4,Yes,No,,,,
Cafe Pipa,1,No,No,,,,
New Vishal's Kitchen,2,No,No,,,,
Samarkand,3,Yes,Yes,,,,
Mirchievous,2,No,Yes,,,,
Pearls Regency,3,No,No,,,,
The Feast Box,2,No,Yes,,,,
The Smoke Factory,4,Yes,No,,,,
Turquoise Cottage - TC Original 1997,3,Yes,No,,,,
Laat Saab,3,Yes,Yes,,,,
Rocket Food,2,No,No,,,,
Aim Cafe And Restaurant,3,Yes,No,,,,
Al-Swad,1,No,Yes,,,,
Anands,2,No,Yes,,,,
Bansiwala Restaurant,1,No,Yes,,,,
Food Tamasha & Co.,2,No,Yes,,,,
Grand Heritage Resort,2,Yes,No,,,,
Kafe Republic,1,No,Yes,,,,
Kar C Lounge & Restaurant,2,No,No,,,,
Kolkata Roll Point,1,No,No,,,,
Royal Awadh,2,No,Yes,,,,
Royal Rasoi,2,No,No,,,,
Royale Bakers,1,No,Yes,,,,
Sahi Darbar,1,No,Yes,,,,
Taco Street,2,No,No,,,,
The Noodle Co,2,Yes,No,,,,
Veg Always,2,No,Yes,,,,
Yu Turn,3,Yes,Yes,,,,
Night Food Service,1,No,No,,,,
Uncle's Patty,2,No,No,,,,
Evergreen Food Point,1,No,No,,,,
Grill Inn,1,No,Yes,,,,
